rank,title,year,category,score,citationCount,seed_hit_count,seed_citation_hits,seed_reference_hits,influential_edge_hits,venue,authors,doi,arxiv,url,paperId,matched_seed_ids,matched_seed_titles,finance_terms,model_terms,abstract
104,Adversarial News and Lost Profits: Manipulating Headlines in LLM-Driven Algorithmic Trading,2026,Financial language models,21.60,0,1,1,0,0,arXiv.org,Advije Rizvani; Giovanni Apruzzese; Pavel Laskov,10.1109/SaTML68715.2026.00053,2601.13082,https://www.semanticscholar.org/paper/0d57687469cdf1c61e50daa5655da8cbb5ece249,0d57687469cdf1c61e50daa5655da8cbb5ece249,ROUND3-35,FinBERT : A Large Language Model for Extracting Information from Financial Text†,finance; financial; fintech; portfolio; returns; risk; sentiment; stock; trading,finbert; llm,"Large Language Models (LLMs) are increasingly adopted in the financial domain. Their exceptional capabilities to analyse textual data make them well-suited for inferring the sentiment of finance-related news. Such feedback can be leveraged by algorithmic trading systems (ATS) to guide buy/sell decisions. However, this practice bears the risk that a threat actor may craft""adversarial news""intended to mislead an LLM. In particular, the news headline may include""malicious""content that remains invisible to human readers but which is still ingested by the LLM. Although prior work has studied textual adversarial examples, their system-wide impact on LLM-supported ATS has not yet been quantified in terms of monetary risk. To address this threat, we consider an adversary with no direct access to an ATS but able to alter stock-related news headlines on a single day. We evaluate two human-imperceptible manipulations in a financial context: Unicode homoglyph substitutions that misroute models during stock-name recognition, and hidden-text clauses that alter the sentiment of the news headline. We implement a realistic ATS in Backtrader that fuses an LSTM-based price forecast with LLM-derived sentiment (FinBERT, FinGPT, FinLLaMA, and six general-purpose LLMs), and quantify monetary impact using portfolio metrics. Experiments on real-world data show that manipulating a one-day attack over 14 months can reliably mislead LLMs and reduce annual returns by up to 17.7 percentage points. To assess real-world feasibility, we analyze popular scraping libraries and trading platforms and survey 27 FinTech practitioners, confirming our hypotheses. We notified trading platform owners of this security issue."
105,Enhancing portfolio optimization with multi-LLM sentiment aggregation: A Black-Litterman integration approach,2025,Trading and investment,21.60,0,1,1,0,0,Investment Management & Financial Innovations,Lamukanyani Alson Mantshimuli; John Weirstrass Muteba Mwamba,10.21511/imfi.22(3).2025.16,,https://www.semanticscholar.org/paper/11ef309335b0dbe640abb3c446c42f03d9da943c,11ef309335b0dbe640abb3c446c42f03d9da943c,ROUND3-25,Instruct-FinGPT: Financial Sentiment Analysis by Instruction Tuning of General-Purpose Large Language Models,finance; financial; investment; market; portfolio; return; returns; risk; sentiment,benchmark; llm,"Type of the article: Research Article
AbstractSentiment analysis of financial text data plays a crucial role in investment decision-making, yet existing approaches often rely on single-model sentiment scores that may suffer from biases or hallucinations. This study aims to enhance portfolio optimization by integrating sentiment signals from multiple Large Language Models (LLMs) into the Black-Litterman framework. The proposed method aggregates sentiment scores from three finance-domain fine-tuned LLMs using a Long Short-Term Memory network, which captures non-linear relationships and temporal dependencies to produce a robust Meta-LLM sentiment score. This score is then incorporated into the Black-Litterman model as investor views to derive optimal portfolio weights. The methodology is tested on a portfolio of S&amp;P 500 stocks. The results show that the proposed approach significantly improves portfolio performance, achieving an annualized return of 31.22%, compared to 24.57% for the market capital-weighted portfolio. Additionally, the model attains a Sharpe Ratio of 3.02, an Omega Ratio of 2.48, and a Jensen’s Alpha of 1.95%, outperforming both the benchmark portfolios and portfolios based on single-LLM sentiment. The findings demonstrate that aggregating sentiment from multiple LLMs enhances risk-adjusted returns while mitigating model-specific limitations. Future research could explore the integration of LLMs with different architectures to further refine sentiment-aware portfolio strategies."
106,SBCA: Cross-Modal BERT-driven Actor-Critic for Multi-Asset Portfolio Optimization,2026,Trading and investment,21.60,0,1,1,0,0,,Jinfeng Pan; Jiahao Chen,,2605.01384,https://www.semanticscholar.org/paper/a1349422a2255f4e49449eb6c4a536953bcf3f5c,a1349422a2255f4e49449eb6c4a536953bcf3f5c,ROUND3-4,FLAG-Trader: Fusion LLM-Agent with Gradient-based Reinforcement Learning for Financial Trading,asset; financial; market; portfolio; return; risk; sentiment; stock; trading,benchmark; bert,"Portfolio optimization is constrained by linear assumptions and insufficient integration of multi-modal information in traditional models. This paper proposes a cross-modal BERT-driven Actor-Critic framework SBCA for multi-asset portfolio optimization to address the deficiencies of existing deep reinforcement learning DRL methods in fusing price data and financial text sentiment, as well as lacking practical trading constraints. The framework adopts a cross-modal gated fusion mechanism to adaptively integrate price time-series features and text semantic features, embeds downside risk and turnover penalty constraints into the reward function, and constructs a complete empirical system for validation. Experiments on 11-year U.S. stock multi-asset datasets show that SBCA outperforms equal weight, buy-and-hold and market benchmark strategies in portfolio value, annual return, Sharpe ratio and maximum drawdown. Ablation studies verify the complementary enhancement of Actor-Critic mechanism and cross-modal fusion module. Cost sensitivity analysis confirms the model's robustness under varying transaction costs. SBCA provides an effective and interpretable end-to-end solution for dynamic quantitative portfolio decision-making."
107,A Self-Improving Multi-Agent Framework for Dynamic Portfolio Management,2025,Financial agents,21.40,0,2,2,0,0,International Conference on Agents,Wanjie Zhan; Chao Yu; Chengdong Xu; XiaWei Wu; Yuhe Wang,10.1109/ICA67499.2025.00025,,https://www.semanticscholar.org/paper/b8fa846e1044c1a05729ee76ecb1b800098274c2,b8fa846e1044c1a05729ee76ecb1b800098274c2,ROUND3-2; ROUND3-14,FinCon: A Synthesized LLM Multi-Agent System with Conceptual Verbal Reinforcement for Enhanced Financial Decision Making; HedgeAgents: A Balanced-aware Multi-agent Financial Trading System,asset; market; portfolio; returns; risk; stock,agent; llm,"Portfolio management (PM) is a dynamic asset allocation process aimed at maximizing returns while controlling risks. Recently, LLM-based agents have shown significant application potentials in PM. However, existing approaches often lack a complete modeling of the whole PM process and rely on fixed rule-based methods, limiting their adaptability and effectiveness. To address these limitations, we propose SIMA-DPM, a self-improving multi-agent framework for dynamic PM. SIMA-DPM simulates the end-to-end PM workflow, including stock screening, portfolio construction and risk control, with specialized agents for each stage. Additionally, SIMA-DPM employs a self-improving dynamic stock selection mechanism to iteratively refine selection strategies, so as to adapt to changing market. Experiments on a stock pool of about 680 stocks show that, under controlled risk, SIMA-DPM significantly outperforms baselines."
108,Generalizable Multi-Agent Framework for Quantitative Trading of US Education Funds,2024,Financial agents,21.40,0,2,2,0,0,Innovations in Applied Engineering and Technology,Kaixian Xu; Zhaoyan Zhang; Alan Wilson; Yu Qiao; Lisang Zhou; Ying Jiang,10.62836/iaet.v3i1.362,,https://www.semanticscholar.org/paper/af59262197d4098343e8469e74e15b92e67ba6e7,af59262197d4098343e8469e74e15b92e67ba6e7,ROUND3-16; ROUND3-25,Can Large Language Models beat wall street? Evaluating GPT-4’s impact on financial decision-making with MarketSenseAI; Instruct-FinGPT: Financial Sentiment Analysis by Instruction Tuning of General-Purpose Large Language Models,financial; investment; market; returns; risk; trading,agent; dataset,"Quantitative trading of specialized financial instruments like US education funds  requires comprehensive analysis of both market dynamics and external influenc- ing factors.  This paper proposes a novel multi-agent framework that integrates  collaborative agents for market analysis, macroeconomic trend assessment, and  policy change evaluation, along with a multi-level reflection mechanism for contin- uous strategy optimization. Through extensive experiments using a comprehensive  dataset from 2018 to 2024, the framework demonstrates superior performance  compared to traditional rule-based strategies and machine learning approaches, achieving higher returns, better risk-adjusted performance, and enhanced risk man- agement capabilities.  The integration of multi-agent collaboration, non-market  factor analysis, and adaptive strategy refinement provides a robust solution for  achieving long-term investment goals in dynamic market environments."
109,FINESSE-Bench: A Hierarchical Benchmark Suite for Financial Domain Knowledge and Technical Analysis in Large Language Models,2026,Trading and investment,21.40,0,1,1,0,0,,Dmitry Stanishevskii; Nini Kamkia; A. Khoroshilov; Dmitry Zmitrovich; Denis Kokosinskii; Zhirayr Hayrapetyan; A.G. Kalmykov,,2605.15482,https://www.semanticscholar.org/paper/1ee7225227ce634b93923766069c7600145446b5,1ee7225227ce634b93923766069c7600145446b5,ROUND3-1,Fin-R1: A Large Language Model for Financial Reasoning through Reinforcement Learning,cfa; finance; financial; investment; risk; trading,benchmark; llm; numerical reasoning; qa; question answering; reasoning,"Large language models (LLMs) are increasingly being applied to financial analysis, reporting, investment decision support, risk management, compliance, and professional training. However, robust evaluation of their domain competence in finance remains incomplete. Widely used open benchmarks such as FinQA, ConvFinQA, and TAT-QA have played an important role in advancing financial question answering and numerical reasoning, but they focus primarily on question answering over financial reports and do not provide an explicit hierarchy of professional difficulty. Broader resources, including FinanceBench, PIXIU, FinBen, and FLaME, expand the coverage of financial tasks, yet the problem of evaluating the transition from foundational knowledge to expert-level financial reasoning remains open. In this work, we present FINESSE-Bench, a suite of eight specialized benchmarks comprising 3,993 questions for hierarchical evaluation of financial competencies in LLMs. FINESSE-Bench combines exam-oriented datasets inspired by professional certifications (CFA-like Levels 1-3, CMT-like Level 2, and CFTe-like Level 1), applied trading task collections, and a Russian-language olympiad benchmark. This design enables evaluation of domain breadth, performance degradation as difficulty increases, the ability to solve computational tasks, and model behavior in specialized financial domains. We also describe a unified evaluation protocol covering multiple-choice questions, numerical answers, and short open-ended responses, together with an automated scoring scheme for freeform answers based on the LLM-as-judge paradigm. FINESSE-Bench is intended both as a complement to existing open financial benchmarks and as a tool for more substantive evaluation of professionally relevant financial competencies in large language models."
110,AlphaAgent: LLM-Driven Alpha Mining with Regularized Exploration to Counteract Alpha Decay,2025,Financial agents,21.36,26,1,0,1,1,Knowledge Discovery and Data Mining,Ziyi Tang; Zechuan Chen; Jiarui Yang; Jiayao Mai; Yongsen Zheng; Keze Wang; Jinrui Chen; Liang Lin,10.1145/3711896.3736838,2502.16789,https://www.semanticscholar.org/paper/aa7d10e820e607f7af146d2ee7a03d41841ff2cb,aa7d10e820e607f7af146d2ee7a03d41841ff2cb,ROUND3-18,Automate Strategy Finding with LLM in Quant investment,asset; financial; investment; market; returns; risk,llm,"Alpha mining, a critical component in quantitative investment, focuses on discovering predictive signals for future asset returns in increasingly complex financial markets. However, the pervasive issue of alpha decay-where factors lose their predictive power over time-poses a significant challenge for alpha mining. Traditional methods such as genetic programming are prone to rapid alpha decay, primarily due to their susceptibility to overfitting. At the same time, approaches driven by Large Language Models (LLMs), despite their promise, often fail to impose regularization against factor homogenization-resulting in crowded signals and accelerated decay. To address this challenge, we propose AlphaAgent, an autonomous framework that effectively integrates LLM-driven agents with ad hoc regularization for mining decay-resistant alpha factors. AlphaAgent employs three key mechanisms: (i) originality enforcement through a similarity measure based on abstract syntax trees (ASTs) against existing alphas(ii) hypothesis-factor alignment via LLM-evaluated semantic consistency between market hypotheses and generated factors, and (iii) complexity control via AST-based structural constraints, preventing over-engineered constructions that are prone to overfitting. These mechanisms collectively guide the alpha generation process to balance originality, financial rationale, and adaptability to evolving market conditions, mitigating the risk of alpha decay. Extensive evaluations show that AlphaAgent outperforms traditional and LLM-based methods in mitigating alpha decay across bull and bear markets, consistently delivering significant alpha in Chinese CSI 500 and U.S. S&P 500 markets over the past four years. Notably, AlphaAgent showcases remarkable resistance to alpha decay, elevating the potential for yielding powerful factors."
111,NumLLM: Numeric-Sensitive Large Language Model for Chinese Finance,2024,Financial language models,21.25,2,2,2,0,1,arXiv.org,Huan-Yi Su; Ke Wu; Yu-Hao Huang; Wu-Jun Li,10.48550/arXiv.2405.00566,2405.00566,https://www.semanticscholar.org/paper/8beb65880b49dd060f5dd4252a26399e074162b9,8beb65880b49dd060f5dd4252a26399e074162b9,ROUND3-27; ROUND3-28,"FinGPT: Democratizing Internet-scale Data for Financial Large Language Models; PIXIU: A Comprehensive Benchmark, Instruction Dataset and Large Language Model for Finance",finance; financial,benchmark; foundation model; language model; large language model; llm,"Recently, many works have proposed various financial large language models (FinLLMs) by pre-training from scratch or fine-tuning open-sourced LLMs on financial corpora. However, existing FinLLMs exhibit unsatisfactory performance in understanding financial text when numeric variables are involved in questions. In this paper, we propose a novel LLM, called numeric-sensitive large language model (NumLLM), for Chinese finance. We first construct a financial corpus from financial textbooks which is essential for improving numeric capability of LLMs during fine-tuning. After that, we train two individual low-rank adaptation (LoRA) modules by fine-tuning on our constructed financial corpus. One module is for adapting general-purpose LLMs to financial domain, and the other module is for enhancing the ability of NumLLM to understand financial text with numeric variables. Lastly, we merge the two LoRA modules into the foundation model to obtain NumLLM for inference. Experiments on financial question-answering benchmark show that NumLLM can boost the performance of the foundation model and can achieve the best overall performance compared to all baselines, on both numeric and non-numeric questions."
112,Evaluation of Sentiment Analysis in Finance: From Lexicons to Transformers,2020,Trading and investment,21.23,258,1,0,1,0,IEEE Access,Kostadin Mishev; Ana Gjorgjevikj; I. Vodenska; Lubomir T. Chitkushev; D. Trajanov,10.1109/ACCESS.2020.3009626,,https://www.semanticscholar.org/paper/94a27ccf7c5ab1d992d535322a4a5d1c032cc63f,94a27ccf7c5ab1d992d535322a4a5d1c032cc63f,ROUND3-25,Instruct-FinGPT: Financial Sentiment Analysis by Instruction Tuning of General-Purpose Large Language Models,finance; financial; investment; market; portfolio; sentiment; stock,prompt,"Financial and economic news is continuously monitored by financial market participants. According to the efficient market hypothesis, all past information is reflected in stock prices and new information is instantaneously absorbed in determining future stock prices. Hence, prompt extraction of positive or negative sentiments from news is very important for investment decision-making by traders, portfolio managers and investors. Sentiment analysis models can provide an efficient method for extracting actionable signals from the news. However, financial sentiment analysis is challenging due to domain-specific language and unavailability of large labeled datasets. General sentiment analysis models are ineffective when applied to specific domains such as finance. To overcome these challenges, we design an evaluation platform which we use to assess the effectiveness and performance of various sentiment analysis approaches, based on combinations of text representation methods and machine-learning classifiers. We perform more than one hundred experiments using publicly available datasets, labeled by financial experts. We start the evaluation with specific lexicons for sentiment analysis in finance and gradually build the study to include word and sentence encoders, up to the latest available NLP transformers. The results show improved efficiency of contextual embeddings in sentiment analysis compared to lexicons and fixed word and sentence encoders, even when large datasets are not available. Furthermore, distilled versions of NLP transformers produce comparable results to their larger teacher models, which makes them suitable for use in production environments."
113,A Comprehensive Survey on Enterprise Financial Risk Analysis from Big Data and LLMs Perspective,2022,Surveys,21.20,0,4,4,0,0,,Huaming Du; Cancan Feng; Yu Lei; Chenyang Zhang; Guisong Liu; Gang Kou; Carl Yang; Yu Zhao,,2211.14997,https://www.semanticscholar.org/paper/79a3c16faa3a800fb2643657db1eed9991929e4c,79a3c16faa3a800fb2643657db1eed9991929e4c,ROUND3-20; ROUND3-25; ROUND3-14; ROUND3-21,Benchmarking Large Language Models on CFLUE - A Chinese Financial Language Understanding Evaluation Dataset; FinCon: A Synthesized LLM Multi-Agent System with Conceptual Verbal Reinforcement for Enhanced Financial Decision Making; Instruct-FinGPT: Financial Sentiment Analysis by Instruction Tuning of General-Purpose Large Language Models; When AI Meets Finance (StockAgent): Large Language Model-based Stock Trading in Simulated Real-world Environments,finance; financial; risk,,"Enterprise financial risk analysis aims at predicting the future financial risk of enterprises. Due to its wide and significant application, enterprise financial risk analysis has always been the core research topic in the fields of Finance and Management. Based on advanced computer science and artificial intelligence technologies, enterprise risk analysis research is experiencing rapid developments and making significant progress. Therefore, it is both necessary and challenging to comprehensively review the relevant studies. Although there are already some valuable and impressive surveys on enterprise risk analysis from the perspective of Finance and Management, these surveys introduce approaches in a relatively isolated way and lack recent advances in enterprise financial risk analysis. In contrast, this paper attempts to provide a systematic literature survey of enterprise risk analysis approaches from the perspective of Big Data and large language models. Specifically, this survey connects and systematizes existing research on enterprise financial risk, offering a holistic synthesis of research methods and key insights. We first introduce the problem formulation of enterprise financial risk in terms of risk types, granularity, intelligence levels, and evaluation metrics, and summarize representative studies accordingly. We then compare the analytical methods used to model enterprise financial risk and highlight the most influential research contributions. Finally, we identify the limitations of current research and propose five promising directions for future investigation."
114,Forecasting the S&P 500 Index Using Mathematical-Based Sentiment Analysis and Deep Learning Models: A FinBERT Transformer Model and LSTM,2023,Financial language models,21.20,62,1,1,0,0,Axioms,Jihwan Kim; Hui-Sang Kim; S. Choi,10.3390/axioms12090835,,https://www.semanticscholar.org/paper/21870c270fd33369b664f216ef6669b200ee331a,21870c270fd33369b664f216ef6669b200ee331a,ROUND3-35,FinBERT : A Large Language Model for Extracting Information from Financial Text†,finance; financial; sentiment; stock,bert; finbert; language model; natural language processing; transformer,"Stock price prediction has been a subject of significant interest in the financial mathematics field. Recently, interest in natural language processing models has increased, and among them, transformer models, such as BERT and FinBERT, are attracting attention. This study uses a mathematical framework to investigate the effects of human sentiment on stock movements, especially in text data. In particular, FinBERT, a domain-specific language model based on BERT tailored for financial language, was employed for the sentiment analysis on the financial texts to extract sentiment information. In this study, we use “summary” text data extracted from The New York Times, representing concise summaries of news articles. Accordingly, we apply FinBERT to the summary text data to calculate sentiment scores. In addition, we employ the LSTM (Long short-term memory) methodology, one of the machine learning models, for stock price prediction using sentiment scores. Furthermore, the LSTM model was trained by stock price data and the estimated sentiment scores. We compared the predictive power of LSTM models with and without sentiment analysis based on error measures such as MSE, RMSE, and MAE. The empirical results demonstrated that including sentiment scores through the LSTM model led to improved prediction accuracy for all three measures. These findings indicate the significance of incorporating news sentiment into stock price predictions, shedding light on the potential impact of psychological factors on financial markets. By using the FinBERT transformer model, this study aimed to investigate the interplay between sentiment and stock price predictions, contributing to a deeper understanding of mathematical-based sentiment analysis in finance and its role in enhancing forecasting in financial mathematics. Furthermore, we show that using summary data instead of entire news articles is a useful strategy for mathematical-based sentiment analysis."
115,Optimized Financial Planning: Integrating Individual and Cooperative Budgeting Models with LLM Recommendations,2023,Financial agents,21.14,32,2,0,2,1,Applied Informatics,Albert Y.S. Lam; Yanhui Geng; I. D. Zarzà; J. Curtò; Gemma Roig; C. Calafate,10.3390/ai5010006,,https://www.semanticscholar.org/paper/5479040a44a53b9a7f58d97a91c79349e54e1976,5479040a44a53b9a7f58d97a91c79349e54e1976,ROUND3-20; ROUND3-14,FinCon: A Synthesized LLM Multi-Agent System with Conceptual Verbal Reinforcement for Enhanced Financial Decision Making; When AI Meets Finance (StockAgent): Large Language Model-based Stock Trading in Simulated Real-world Environments,financial,language model; large language model; llm,"In today’s complex economic environment, individuals and households alike grapple with the challenge of financial planning. This paper introduces novel methodologies for both individual and cooperative (household) financial budgeting. We firstly propose an optimization framework for individual budget allocation, aiming to maximize savings by efficiently distributing monthly income among various expense categories. We then extend this model to households, wherein the complexity of handling multiple incomes and shared expenses is addressed. The cooperative model prioritizes not only maximized savings but also the preferences and needs of each member, fostering a harmonious financial environment, whether they are short-term needs or long-term aspirations. A notable innovation in our approach is the integration of recommendations from a large language model (LLM). Given its vast training data and potent inferential capabilities, the LLM provides initial feasible solutions to our optimization problems, acting as a guiding beacon for individuals and households unfamiliar with the nuances of financial planning. Our preliminary results indicate that the LLM-recommended solutions result in budget plans that are both economically sound, meaning that they are consistent with established financial management principles and promote fiscal resilience and stability, and aligned with the financial goals and preferences of the concerned parties. This integration of AI-driven recommendations with econometric models, as an instantiation of an extended coevolutionary (EC) theory, paves the way for a new era in financial planning, making it more accessible and effective for a wider audience, as we propose an example of a new theory in economics where human behavior can be greatly influenced by AI agents."
116,A Literature Review of Gen AI Agents in Financial Applications: Models and Implementations,2025,Financial agents,21.01,31,2,2,0,0,International Journal of Science and Research (IJSR),Satyadhar Joshi,10.21275/sr25125102816,,https://www.semanticscholar.org/paper/e7a2581ffcb04c6fe37fd00ae94cd554c47ace60,e7a2581ffcb04c6fe37fd00ae94cd554c47ace60,ROUND3-14; ROUND3-17,Enhancing Investment Analysis: Optimizing AI-Agent Collaboration in Financial Research; FinCon: A Synthesized LLM Multi-Agent System with Conceptual Verbal Reinforcement for Enhanced Financial Decision Making,financial; investment; market; risk; stock,,": This paper presents a structured literature review of AI agents in financial applications, focusing on their implementation frameworks, model architectures, and future directions. The review categorizes AI agents into five key domains: financial risk management, investment strategies, fraud detection, stock market analysis, and customer support. By analyzing measurable outcomes, the paper highlights significant contributions (from the literature) of AI agents, including a 25% improvement in risk model accuracy, a 20% reduction in loan defaults, and a 40% decrease in false-positive fraud detections. Additionally, it identifies gaps in scalability, interpretability, and adaptability, proposing future research into hybrid models and ethical integration. This review provides actionable insights into the transformative potential of AI agents to reshape financial ecosystems and enhance decision-making capabilities. Quantitative outcomes are highlighted to showcase the impact of these agents across each domain. Also, this paper discusses and compare the modeling implementation and models with the financial domain using van diagrams, heat maps and radars. And finally proposes how to address the gaps in the current literature. This work uses research and white-papers only from the last six months making it one of the most current works in the subject of Gen AI."
117,FinRL: A Deep Reinforcement Learning Library for Automated Stock Trading in Quantitative Finance,2020,Financial agents,21.01,178,1,0,1,1,Social Science Research Network,Xiao-Yang Liu; Hongyang Yang; Qian Chen; Runjia Zhang; Liuqing Yang; Bowen Xiao; Chris Wang,10.2139/SSRN.3737859,2011.09607,https://www.semanticscholar.org/paper/1fc643611860d9cb46df0251c35c2c55a941f3f2,1fc643611860d9cb46df0251c35c2c55a941f3f2,ROUND3-14,FinCon: A Synthesized LLM Multi-Agent System with Conceptual Verbal Reinforcement for Enhanced Financial Decision Making,finance; market; portfolio; risk; stock; trading,agent,"As deep reinforcement learning (DRL) has been recognized as an effective approach in quantitative finance, getting hands-on experiences is attractive to beginners. However, to train a practical DRL trading agent that decides where to trade, at what price, and what quantity involves error-prone and arduous development and debugging. In this paper, we introduce a DRL library FinRL that facilitates beginners to expose themselves to quantitative finance and to develop their own stock trading strategies. Along with easily-reproducible tutorials, FinRL library allows users to streamline their own developments and to compare with existing schemes easily. Within FinRL, virtual environments are configured with stock market datasets, trading agents are trained with neural networks, and extensive backtesting is analyzed via trading performance. Moreover, it incorporates important trading constraints such as transaction cost, market liquidity and the investor's degree of risk-aversion. FinRL is featured with completeness, hands-on tutorial and reproducibility that favors beginners: (i) at multiple levels of time granularity, FinRL simulates trading environments across various stock markets, including NASDAQ-100, DJIA, SP (ii) organized in a layered architecture with modular structure, FinRL provides fine-tuned state-of-the-art DRL algorithms (DQN, DDPG, PPO, SAC, A2C, TD3, etc.), commonly-used reward functions and standard evaluation baselines to alleviate the debugging workloads and promote the reproducibility, and (iii) being highly extendable, FinRL reserves a complete set of user-import interfaces. Furthermore, we incorporated three application demonstrations, namely single stock trading, multiple stock trading, and portfolio allocation. The FinRL library will be available on Github at link this https URL."
118,Adaptive LLM-based multi-agent systems to enhance quantitative trading performance,2026,Financial agents,21.00,0,2,2,0,0,PeerJ Computer Science,E. Cheng; C. Tseng; Hsueh-Ting Chu,10.7717/peerj-cs.3630,,https://www.semanticscholar.org/paper/28d9c828ebab154663d2b8078ed04486e8f75fb9,28d9c828ebab154663d2b8078ed04486e8f75fb9,ROUND3-18; ROUND3-14,Automate Strategy Finding with LLM in Quant investment; FinCon: A Synthesized LLM Multi-Agent System with Conceptual Verbal Reinforcement for Enhanced Financial Decision Making,market; return; returns; trading; volatility,agent; benchmark; llm,"
 Traditional quantitative trading approaches have limited capacity for synthesizing heterogeneous data sources and adapting to market regime shifts. We propose a three-layer framework that systematically integrates large language models for semantic processing, multi-agent systems for collaborative intelligence, and Deep Reinforcement Learning for adaptive decision-making. The architecture employs five specialized agents coordinated through a Model Context Provider mechanism to generate daily factor scores that inform the Proximal Policy Optimization algorithm. We conduct rigorous empirical validation across five US equities using 25 years of historical data with strict temporal partitioning to prevent look-ahead bias. During the volatile out-of-sample test period from July 2024 to June 2025, the framework achieves an average annualized return of 53.87% with a Sharpe ratio of 1.702, substantially exceeding the buy-and-hold benchmark’s 26.08% return and Sharpe ratio of 0.765. The maximum drawdown averages 12.54%, compared to 30.24% for the passive strategies. Comprehensive comparisons against 15 baseline models confirm statistically significant superiority across all metrics, with Diebold–Mariano tests yielding
 p
 -values < 0.0001 after Bonferroni correction. Systematic ablation studies demonstrate a genuine architectural synergy, with complete three-layer integration outperforming the best two-component combination by 15.35 percentage points. The framework maintains robust performance across volatility regimes, demonstrating its particular strength during periods of high volatility when traditional approaches experience negative returns.
"
119,Stock Market Sentiment Analysis Leveraging Transformer-Based Deep Learning Models for Financial News Interpretation,2025,Financial language models,21.00,0,2,2,0,0,2025 2nd Global AI Summit - International Conference on Artificial Intelligence and Emerging Technology (AI Summit),Vandranki Jatin; Harshwardhan Singh; Kasam Vivek Reddy; U. Hariharan,10.1109/AISummit66170.2025.11410997,,https://www.semanticscholar.org/paper/c6f38a29ad9f6d3fffd97cc13529bf0489550faf,c6f38a29ad9f6d3fffd97cc13529bf0489550faf,ROUND3-3; ROUND3-35,A Comparative Analysis of Instruction Fine-Tuning Large Language Models for Financial Text Classification; FinBERT : A Large Language Model for Extracting Information from Financial Text†,finance; financial; market; sentiment; stock,dataset; finbert; transformer,"In this paper we investigate the performance of transformer-based models, in particular FinBERT, for sentiment analysis task of financial headlines. Even though transformers have been doing very well on general-purpose NLP tasks, getting them to empathize with finance - often subtle, context-rich, and conservative - remains tricky. To see how well FinBERT is optimized for the field of finance, I compare it to standard machine learning classifiers such as Logistic Regression, Support Vector Machine, and Random Forest and some CNN-based deep learning models.we had some experiments using the StockEmo dataset, with the addition of more finance-headline corpora. We tested the models using the standard metrics of accuracy, precision, recall, and F1. The results indicate that traditional classifiers and CNNs are able to surpass FinBERT in some instances, which indicates the possibility of over-fitting and lack of generalization in the domain of fine-tuning. We also discuss the challenge of such model interpretation and how the sentiment of finance is subject to change over time, suggesting a two angle approach combining model transparency with sensitivity to time in the markets.These results help us to select the right models and actually implement the sentiment analysis engine in finance projects."
120,"Manager sentiment, policy uncertainty, ESG disclosure and firm performance: a large language model in corporate landscape",2024,Financial language models,21.00,9,1,1,0,0,International Journal of Accounting &amp; Information Management,Asis Kumar Sahu; Byomakesh Debata; S. R. Dash,10.1108/ijaim-08-2023-0206,,https://www.semanticscholar.org/paper/660ba8886929f8f11fa2afa82d1cec4db590a36e,660ba8886929f8f11fa2afa82d1cec4db590a36e,ROUND3-35,FinBERT : A Large Language Model for Extracting Information from Financial Text†,corporate; disclosure; financial; market; sentiment,bert; finbert; language model; large language model; natural language processing,"
Purpose
This study aims to examine the impact of manager sentiment on the firm performance (FP) of Indian-listed nonfinancial firms. Further, it endeavors to investigate the moderating role of economic policy uncertainty (EPU) and environment, social and governance (ESG) transparency in this relationship.


Design/methodology/approach
A noble manager sentiment is introduced using FinBERT, a bidirectional encoder representation from a transformers (BERT)-type large language model. Using this deep learning-based natural language processing approach implemented through a Python-generated algorithm, this study constructs a manager sentiment for each firm and year based on the management discussions and analysis (MD&A) report. This research uses the system GMM to examine how manager sentiment affects FP.


Findings
The empirical results suggest that managers’ optimistic outlook in MD&A corporate disclosure sections tends to present higher performance. This positive association remains consistent after several robustness checks – using propensity score matching and instrumental variable approach to address further endogeneity, using alternative proxies of manager sentiment and FP and conducting subsample analysis based on financial constraints. Furthermore, the authors observe that the relationship is more pronounced for ESG-disclosed firms and during the low EPU.


Practical implications
The results demonstrate that the manager sentiment strongly predicts FP. Thus, this study may provide valuable insight for academics, practitioners, investors, corporates and policymakers.


Originality/value
To the best of the authors’ knowledge, this is the first study to predict FP by using FinBERT-based managerial sentiment, particularly in an emerging market context.
"
