id,priority,primary_category,title,short_name,approx_year,paper_type,primary_relevance,key_use_for_systematic_survey,source_url,notes,resolved_paperId,resolved_title,resolved_year,citationCount,influentialCitationCount,venue,authors,doi,arxiv,semantic_scholar_url,publicationDate,publicationTypes,openAccessPdf,abstract,resolution_method,resolution_error
26,P1,Financial Reasoning,FinanceReasoning: A Financial Benchmark for Large Reasoning Models,FinanceReasoning,2025,Benchmark,Financial benchmark for reasoning models,Use to test whether reasoning models can perform financial calculations and explanations.,https://arxiv.org/html/2506.05828,Includes updated public tasks and new questions with Python solutions.,81aaa1957bda923c3cff3e76b4283fc07a01baf7,"FinanceReasoning: Benchmarking Financial Numerical Reasoning More Credible, Comprehensive and Challenging",2025,17,1,Annual Meeting of the Association for Computational Linguistics,Zichen Tang; Ziyan Ma; Haoyang He; Jiacheng Liu; Zhongjun Yang; Zihua Rong; Rongjin Li; Kun Ji; Qing Huang; Xinyang Hu; Yang Liu; Qianhe Zheng; Mark Chen; Jerry Tworek; Hee-woo Jun; Qim-ing Yuan; Henrique Pondé; O. Pinto; Jared Ka-plan; Harri Edwards; Yuri Burda; Nicholas Joseph; Greg Brockman; A. Ray; Raul Puri; Gretchen Krueger; Michael Petrov; Heidy Khlaaf; Girish Sas-try; Pamela Mishkin; Brooke Chan; Scott Gray; N. Ryder; Mikhail Pavlov; Alethea Power; Lukasz Kaiser; Mo Bavarian; Clemens Winter; P. Tillet; F. Such; Dave Cum-mings; Matthias Plappert; Fotios Chantzis; Eliza-beth Barnes; Ariel Herbert-Voss; William H. Guss; Alex Nichol; A. Paino; N. Tezak; Jie Tang; Igor Babuschkin; S. Balaji; Shantanu Jain; William Saunders; Chris Hesse; Andrew N Carr; Jan Leike; Josh Achiam; Vedant Misra; Evan Morikawa; Alec Radford; Matthew Knight; M. Brundage; M. Murati; Katie Mayer; Peter Welinder; Bob McGrew; Dario Amodei; Sam McCandlish; Wenhu Chen; Xueguang Ma; Xinyi Wang; William W. Cohen; Ming Yin; Max W.F. Ku; Pan Lu; Yixin Wan; Jianyu Xu; Tony Xia; TheoremQA; Zhiyu Chen; Charese H. Smiley; Sameena Shah; Iana Borova; Dylan Langdon; Reema Moussa; Matt Beane; Ting-Hao Huang; Bryan Routledge; William Yang Wang; Shiyang Li; Zhiqiang Ma; William Yang; ConvFinQA; Daya Guo; Dejian Yang; Haowei Zhang; Jun-Mei Song; Ruoyu Zhang; Runxin Xu; Qihao Zhu; Shirong Ma; Peiyi Wang; Xiaoling Bi; Xiaokang Zhang; Xingkai Yu; Yu Wu; Z. F. Wu; Zhibin Gou; Zhihong Shao; Zhuoshu Li; Ziyi Gao; A. Liu; Bing Xue; Bing-Li Wang; Bochao Wu; B. Feng; Chengda Lu; Chenggang Zhao; C. Deng; Chenyu Zhang; C. Ruan; Damai Dai; Deli Chen; Dong-Li Ji; Erhang Li; Fangyun Lin; Fucong Dai; Fuli Luo; Guangbo Hao; Guanting Chen; Guowei Li; H. Zhang; Han Bao; Hanwei Xu; Haocheng Wang; Honghui Ding; Huajian Xin; Huazuo Gao; Hui Qu; Hui Li; Jianzhong Guo; Jiashi Li; Jiawei Wang; JingChang Chen; Jingyang Yuan; Junjie Qiu; Junlong Li; J. Cai; J. Ni; Jian Liang; Jin Chen; Kai Dong; Kai Hu; Kaige Gao; Kang Guan; Kexin Huang; K. Yu; Lean Wang; Lecong Zhang; Liang Zhao; Litong Wang; Liyue Zhang; Lei Xu; Leyi Xia; Mingchuan Zhang; Minghua Zhang; M. Tang; Meng Li; Miaojun Wang; Mingming Li; Ning Tian; Panpan Huang; Peng Zhang; Qiancheng Wang; Qinyu Chen; Qiushi Du; Ruiqi Ge; Ruisong Zhang; Ruizhe Pan; Runji Wang; R. J. Chen; R. Jin; Ruyi Chen; Shanghao Lu; Shangyan Zhou; Shanhuang Chen; Wen Liu; W. Liang; Wenjun Gao; Wen-xuan Yu; Wentao Zhang; W. Xiao; Wei An; Xiaodong Liu; Xiaohan Wang; Xiaokang Chen; X. Nie; Xin Cheng; Xin Liu; Xin Xie; Xingchao Liu; Xinyu Yang; Xinyuan Li; Xuecheng Su; Xuheng Lin; Xiangyu Jin; Xi-Cheng Shen; Xiaosha Chen; Chengqi Zhao; Chenyu Deng; Chong Zhang; Ruan Damai; Daya Dai; Dejian Guo; Deli Yang; Dongjie Chen; Erhang Ji; Fangyun Li; Fucong Lin; Dai Fuli; Guangbo Luo; Guanting Hao; Guowei Chen; Han Zhang; Haocheng Xu; Haowei Wang; Honghui Zhang; Huajian Ding; Huazuo Xin; Hui Gao; J. Qu; Jiaqi Guo; Jiashi Ni; Jiawei Li; Wang Jin; Jingyang Chen; Jun-jie Yuan; Junlong Qiu; Junxiao Li; Kai Song; Kang Gao; Kexin Guan; Kuai Huang; Peiyi Huang; Peng Wang; Qiancheng Zhang; Wang Qihao; Qin-Feng Zhu; Qiushi Chen; R. Du; L. ChenR.; Ruisong Ge; Zhang; Tian Pei; Tianyu Sun; Wangding Zeng; Wanjia Zhao; Xianzu Wang; Xiaokang Chen; X. Nie; Yunxian Xiong; Yuting Ma; Yuxiang Yan; Yuxi-ang Luo; Yuxuan You; Yuyang Liu; Z. Zhou; Z. Z. Wu; Z. Ren; Zhangli Ren; Zheyi Sha; Zhe Fu; Xu Zhen; Zhen Huang; Zhenda Zhang; Zhengyan Xie; Zhewen Zhang; Zhibin Hao; Z. Gou; Zhiqiang Ma; Zhihong Yan; Zhipeng Shao; Zhiyu Xu; Zhongyu Wu; Zhuoshu Zhang; Zihui Li; Zijia Gu; Zhu Zijun; Zilin Liu; Ziwei Li; Xie,10.18653/v1/2025.acl-long.766,2506.05828,https://www.semanticscholar.org/paper/81aaa1957bda923c3cff3e76b4283fc07a01baf7,2025-06-06,JournalArticle; Conference,,"We introduce FinanceReasoning, a novel benchmark designed to evaluate the reasoning capabilities of large reasoning models (LRMs) in financial numerical reasoning problems. Compared to existing benchmarks, our work provides three key advancements. (1) Credibility: We update 15.6% of the questions from four public datasets, annotating 908 new questions with detailed Python solutions and rigorously refining evaluation standards. This enables an accurate assessment of the reasoning improvements of LRMs. (2) Comprehensiveness: FinanceReasoning covers 67.8% of financial concepts and formulas, significantly surpassing existing datasets. Additionally, we construct 3,133 Python-formatted functions, which enhances LRMs'financial reasoning capabilities through refined knowledge (e.g., 83.2% $\rightarrow$ 91.6% for GPT-4o). (3) Challenge: Models are required to apply multiple financial formulas for precise numerical reasoning on 238 Hard problems. The best-performing model (i.e., OpenAI o1 with PoT) achieves 89.1% accuracy, yet LRMs still face challenges in numerical precision. We demonstrate that combining Reasoner and Programmer models can effectively enhance LRMs'performance (e.g., 83.2% $\rightarrow$ 87.8% for DeepSeek-R1). Our work paves the way for future research on evaluating and improving LRMs in domain-specific complex reasoning tasks.",arxiv,
27,P1,Business / Financial Reasoning,BizBench: A Quantitative Reasoning Benchmark for Business and Finance,BizBench,2024,Benchmark,Quantitative reasoning in business and finance,"Use to evaluate program synthesis, quantity extraction, and domain reasoning.",https://aclanthology.org/2024.acl-long.452.pdf,Connects financial reasoning with business analytics.,df15b83986207d884a811ce572dcedb6654abc6f,BizBench: A Quantitative Reasoning Benchmark for Business and Finance,2023,27,1,Annual Meeting of the Association for Computational Linguistics,Rik Koncel-Kedziorski; Michael Krumdick; V. Lai; Varshini Reddy; Charles Lovering; Chris Tanner,10.48550/arXiv.2311.06602,2311.06602,https://www.semanticscholar.org/paper/df15b83986207d884a811ce572dcedb6654abc6f,2023-11-11,JournalArticle; Conference,,"Answering questions within business and finance requires reasoning, precision, and a wide-breadth of technical knowledge. Together, these requirements make this domain difficult for large language models (LLMs). We introduce BizBench, a benchmark for evaluating models' ability to reason about realistic financial problems. BizBench comprises eight quantitative reasoning tasks, focusing on question-answering (QA) over financial data via program synthesis. We include three financially-themed code-generation tasks from newly collected and augmented QA data. Additionally, we isolate the reasoning capabilities required for financial QA: reading comprehension of financial text and tables for extracting intermediate values, and understanding financial concepts and formulas needed to calculate complex solutions. Collectively, these tasks evaluate a model's financial background knowledge, ability to parse financial documents, and capacity to solve problems with code. We conduct an in-depth evaluation of open-source and commercial LLMs, comparing and contrasting the behavior of code-focused and language-focused models. We demonstrate that the current bottleneck in performance is due to LLMs' limited business and financial understanding, highlighting the value of a challenging benchmark for quantitative reasoning within this domain.",title_exact,
28,P1,Financial Data Analysis,FinDABench: Benchmarking Financial Data Analysis Ability of Large Language Models,FinDABench,2024,Benchmark,Financial data analysis ability,"Use to evaluate calculation, sentiment and risk, abnormal report detection, analysis generation, and visualization.",https://arxiv.org/abs/2401.02982,Useful for end-to-end financial analyst workflow evaluation.,82e6b69cb50123a8b05fa3c562fcd91eca0cd454,FinDABench: Benchmarking Financial Data Analysis Ability of Large Language Models,2024,12,0,International Conference on Computational Linguistics,Shu Liu; Shangqing Zhao; Chenghao Jia; Xinlin Zhuang; Zhaoguang Long; Jie Zhou; Aimin Zhou; Man Lan; Yang Chong,,2401.02982,https://www.semanticscholar.org/paper/82e6b69cb50123a8b05fa3c562fcd91eca0cd454,2024-01-01,JournalArticle; Conference,,"Large Language Models (LLMs) have demonstrated impressive capabilities across a wide range of tasks. However, their proficiency and reliability in the specialized domain of financial data analysis, particularly focusing on data-driven thinking, remain uncertain. To bridge this gap, we introduce \texttt{FinDABench}, a comprehensive benchmark designed to evaluate the financial data analysis capabilities of LLMs within this context. \texttt{FinDABench} assesses LLMs across three dimensions: 1) \textbf{Foundational Ability}, evaluating the models' ability to perform financial numerical calculation and corporate sentiment risk assessment; 2) \textbf{Reasoning Ability}, determining the models' ability to quickly comprehend textual information and analyze abnormal financial reports; and 3) \textbf{Technical Skill}, examining the models' use of technical knowledge to address real-world data analysis challenges involving analysis generation and charts visualization from multiple perspectives. We will release \texttt{FinDABench}, and the evaluation scripts at \url{https://github.com/cubenlp/BIBench}. \texttt{FinDABench} aims to provide a measure for in-depth analysis of LLM abilities and foster the advancement of LLMs in the field of financial data analysis.",arxiv,
29,P0,SEC Filing Analytics,Fin-RATE: Financial Report Analytics and Tracking Evaluation for Large Language Models,Fin-RATE,2026,Benchmark,SEC filing analytics and tracking,"Use to evaluate detail reasoning, cross-entity comparison, and longitudinal tracking over filings.",https://arxiv.org/abs/2602.07294,Important for realistic analyst workflow over multiple companies and periods.,d835a07d58fe4d878a103ee55a3f13e213d34244,Fin-RATE: A Real-world Financial Analytics and Tracking Evaluation Benchmark for LLMs on SEC Filings,2026,2,0,arXiv.org,Yidong Jiang; Junrong Chen; Eftychia Makri; Jialin Chen; P. Li; Ali Maatouk; L. Tassiulas; Eliot Brenner; Bing Xiang; Rex Ying,10.48550/arXiv.2602.07294,2602.07294,https://www.semanticscholar.org/paper/d835a07d58fe4d878a103ee55a3f13e213d34244,2026-02-07,JournalArticle,,"With the increasing deployment of Large Language Models (LLMs) in the finance domain, LLMs are increasingly expected to parse complex regulatory disclosures. However, existing benchmarks often focus on isolated details, failing to reflect the complexity of professional analysis that requires synthesizing information across multiple documents, reporting periods, and corporate entities. Furthermore, these benchmarks do not disentangle whether errors arise from retrieval failures, generation inaccuracies, domain-specific reasoning mistakes, or misinterpretation of the query or context, making it difficult to precisely diagnose performance bottlenecks. To bridge these gaps, we introduce Fin-RATE, a benchmark built on U.S. Securities and Exchange Commission (SEC) filings and mirroring financial analyst workflows through three pathways: detail-oriented reasoning within individual disclosures, cross-entity comparison under shared topics, and longitudinal tracking of the same firm across reporting periods. We benchmark 17 leading LLMs, spanning open-source, closed-source, and finance-specialized models, under both ground-truth context and retrieval-augmented settings. Results show substantial performance degradation, with accuracy dropping by 18.60\% and 14.35\% as tasks shift from single-document reasoning to longitudinal and cross-entity analysis. This degradation is driven by increased comparison hallucinations, temporal and entity mismatches, and is further reflected in declines in reasoning quality and factual consistency--limitations that existing benchmarks have yet to formally categorize or quantify.",arxiv,
30,P0,XBRL / Financial Reports,XBRL Agent: Leveraging Large Language Models for Financial Report Analysis,XBRL Agent,2024,Agent / Framework,LLM analysis of XBRL financial reports,Use to study tool-augmented XBRL analysis with retrieval and calculators.,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4993495,Highlights limitations in financial domain knowledge and mathematical calculation.,e0f9dd441c150700817157ab58f08a770309d7a5,XBRL Agent: Leveraging Large Language Models for Financial Report Analysis,2024,17,0,International Conference on AI in Finance,Shijie Han; Haoqiang Kang; Bo Jin; Xiao-Yang Liu; Steve Y. Yang,10.1145/3677052.3698614,,https://www.semanticscholar.org/paper/e0f9dd441c150700817157ab58f08a770309d7a5,2024-11-14,JournalArticle; Book,https://dl.acm.org/doi/pdf/10.1145/3677052.3698614,"eXtensible Business Reporting Language (XBRL) has attained the status of the global de facto standard for business reporting. However, its complexity poses significant barriers to interpretation and accessibility. In this paper, we present the first evaluation of large language models’ (LLMs) performance in analyzing XBRL reports. Our study identifies LLMs’ limitations in the comprehension of financial domain knowledge and mathematical calculation in the context of XBRL reports. To address these issues, we propose enhancement methods using external tools under the agent framework, referred to as XBRL-Agent, which invokes retrievers and calculators. Extensive experiments on two tasks - the Domain Query Task (which involved testing 500 XBRL term explanations and 50 domain questions) and the Numeric Type Query Task (tested 1,000 financial math tests and 50 numeric queries) - demonstrate substantial performance improvements, with accuracy increasing by up to 17% for the domain task and 42% for the numeric type task. This work not only explores the potential of LLMs for analyzing XBRL reports but also augments the reliability and robustness of such analysis, although there is still much room for improvement in mathematical calculations.",title_exact,
31,P0,XBRL / Taxonomy Alignment,FinTagging: A Full-Scope Table-Aware XBRL Tagging Benchmark with LLMs,FinTagging,2025,Benchmark,Table-aware XBRL tagging and US GAAP taxonomy alignment,Use to evaluate entity extraction and taxonomy-driven concept alignment.,https://arxiv.org/abs/2505.20650,Shows fine-grained XBRL concept alignment remains difficult.,58d0634272dea618e24433600e61446de03f94bd,FinTagging: Benchmarking LLMs for Extracting and Structuring Financial Information,2025,2,0,,Yan Wang; Yang Ren; Lingfei Qian; Xueqing Peng; Keyi Wang; Yi Han; Dongji Feng; Fengran Mo; Shengyuan Lin; Qinchuan Zhang; Kaiwen He; Chen Luo; Jianxin Chen; Junwei Wu; Jimin Huang; Guojun Xiong; Xiao-Yang Liu; Qianqian Xie; Jian-Yun Nie,,2505.20650,https://www.semanticscholar.org/paper/58d0634272dea618e24433600e61446de03f94bd,2025-05-27,,,"Accurate interpretation of numerical data in financial reports is critical for markets and regulators. Although XBRL (eXtensible Business Reporting Language) provides a standard for tagging financial figures, mapping thousands of facts to over 10k US GAAP concepts remains costly and error prone. Existing benchmarks oversimplify this task as flat, single step classification over small subsets of concepts, ignoring the hierarchical semantics of the taxonomy and the structured nature of financial documents. Consequently, these benchmarks fail to evaluate Large Language Models (LLMs) under realistic reporting conditions. To bridge this gap, we introduce FinTagging, the first comprehensive benchmark for structure aware and full scope XBRL tagging. We decompose the complex tagging process into two subtasks: (1) FinNI (Financial Numeric Identification), which extracts entities and types from heterogeneous contexts including text and tables; and (2) FinCL (Financial Concept Linking), which maps extracted entities to the full US GAAP taxonomy. This two stage formulation enables a fair assessment of LLMs'capabilities in numerical reasoning and taxonomy alignment. Evaluating diverse LLMs in zero shot settings reveals that while models generalize well in extraction, they struggle significantly with fine grained concept linking, highlighting critical limitations in domain specific structure aware reasoning.",arxiv,
32,P1,SEC Risk Extraction,Taxonomy-Aligned Risk Extraction from 10-K Filings,Taxonomy-Aligned Risk Extraction,2026,Framework / Benchmark,Structured risk extraction from 10-K filings,"Use for risk-factor extraction, taxonomy mapping, and evidence quote validation.",https://arxiv.org/abs/2601.15247,Relevant to risk factor maps and compliance-grade evidence trails.,f106cb49628970f5dd02b374bed0201ff24b2af8,Taxonomy-Aligned Risk Extraction from 10-K Filings with Autonomous Improvement Using LLMs,2026,0,0,arXiv.org,Rian Dolphin; Joe Dursun; Jarrett Blankenship; Katie Adams; Quinton Pike,10.48550/arXiv.2601.15247,2601.15247,https://www.semanticscholar.org/paper/f106cb49628970f5dd02b374bed0201ff24b2af8,2026-01-21,JournalArticle,,"We present a methodology for extracting structured risk factors from corporate 10-K filings while maintaining adherence to a predefined hierarchical taxonomy. Our three-stage pipeline combines LLM extraction with supporting quotes, embedding-based semantic mapping to taxonomy categories, and LLM-as-a-judge validation that filters spurious assignments. To evaluate our approach, we extract 10,688 risk factors from S&P 500 companies and examine risk profile similarity across industry clusters. Beyond extraction, we introduce autonomous taxonomy maintenance where an AI agent analyzes evaluation feedback to identify problematic categories, diagnose failure patterns, and propose refinements, achieving 104.7% improvement in embedding separation in a case study. External validation confirms the taxonomy captures economically meaningful structure: same-industry companies exhibit 63% higher risk profile similarity than cross-industry pairs (Cohen's d=1.06, AUC 0.82, p<0.001). The methodology generalizes to any domain requiring taxonomy-aligned extraction from unstructured text, with autonomous improvement enabling continuous quality maintenance and enhancement as systems process more documents.",arxiv,
33,P1,Risk Quantification,Quantifying Material Risks from Textual Disclosures in Financial Statements using Large Language Model Agents,Quantifying Material Risks,2025,Agent / Risk Analysis,Material risk quantification from disclosures,"Use for climate, physical, operational, and disclosure-risk quantification workflows.",https://www.bis.org/ifc/publ/ifcb65_09_rh.pdf,Connects textual disclosures to measurable risk analytics.,,,,,,,,,,,,,,,unresolved,title search returned no candidates
34,P0,Financial Statement Analysis,Financial Statement Analysis with Large Language Models,FSA with LLMs,2024,Empirical Study,LLMs for earnings-direction prediction from financial statements,Use to study whether LLMs can infer future earnings direction from accounting statements.,https://arxiv.org/abs/2407.17866,Major paper on GPT-4 financial-statement reasoning and trading signal construction.,77f2e8dc258600dea936c8356770dd0bdc478252,Financial Statement Analysis with Large Language Models,2024,70,5,arXiv.org,Alex G. Kim; Maximilian Muhn; Valeri V. Nikolaev,10.48550/arXiv.2407.17866,2407.17866,https://www.semanticscholar.org/paper/77f2e8dc258600dea936c8356770dd0bdc478252,2024-07-25,JournalArticle,,"We investigate whether large language models (LLMs) can successfully perform financial statement analysis in a way similar to a professional human analyst. We provide standardized and anonymous financial statements to GPT4 and instruct the model to analyze them to determine the direction of firms' future earnings. Even without narrative or industry-specific information, the LLM outperforms financial analysts in its ability to predict earnings changes directionally. The LLM exhibits a relative advantage over human analysts in situations when the analysts tend to struggle. Furthermore, we find that the prediction accuracy of the LLM is on par with a narrowly trained state-of-the-art ML model. LLM prediction does not stem from its training memory. Instead, we find that the LLM generates useful narrative insights about a company's future performance. Lastly, our trading strategies based on GPT's predictions yield a higher Sharpe ratio and alphas than strategies based on other models. Our results suggest that LLMs may take a central role in analysis and decision-making.",arxiv,
35,P1,News-Based Return Prediction,Can ChatGPT Forecast Stock Price Movements? Return Predictability and Large Language Models,ChatGPT Return Predictability,2023,Empirical Study,News headline interpretation and return predictability,Use as the canonical paper for LLM-generated news signals predicting daily returns.,https://arxiv.org/abs/2304.07619,Important for event-driven and news sentiment alpha studies.,d26c55bee1ac6856a20862b0f7b4ff38fa39af50,Can ChatGPT Forecast Stock Price Movements? Return Predictability and Large Language Models,2023,312,17,Social Science Research Network,Alejandro Lopez-Lira; Yuehua Tang,10.2139/ssrn.4412788,2304.07619,https://www.semanticscholar.org/paper/d26c55bee1ac6856a20862b0f7b4ff38fa39af50,2023-04-15,JournalArticle,http://arxiv.org/pdf/2304.07619,"We document the capability of large language models (LLMs) like ChatGPT to predict stock market reactions from news headlines without direct financial training. Using post-knowledge-cutoff headlines, GPT-4 captures initial market responses, achieving approximately 90% portfolio-day hit rates for the non-tradable initial reaction. GPT-4 scores also significantly predict the subsequent drift, especially for small stocks and negative news. Forecasting ability generally increases with model size, suggesting that financial reasoning is an emerging capacity of complex LLMs. Strategy returns decline as LLM adoption rises, consistent with improved price efficiency. To rationalize these findings, we develop a theoretical model that incorporates LLM technology, information-processing capacity constraints, underreaction, and limits to arbitrage.",arxiv,
36,P1,Equity Ratings,AI in Investment Analysis: Large Language Models for Equity Stock Ratings,LLMs for Equity Stock Ratings,2024,Empirical Study,Equity rating generation from multimodal investment data,"Use to study combined fundamental, market, and news data for stock ratings.",https://arxiv.org/abs/2411.00856,Attempts to reduce leakage by using post-cutoff data.,84c19da4f76fedb40faf515d6d65d387323743f6,AI in Investment Analysis: LLMs for Equity Stock Ratings,2024,14,0,International Conference on AI in Finance,Kassiani Papasotiriou; Srijan Sood; Shayleen Reynolds; T. Balch,10.1145/3677052.3698694,2411.00856,https://www.semanticscholar.org/paper/84c19da4f76fedb40faf515d6d65d387323743f6,2024-10-30,JournalArticle; Book,https://dl.acm.org/doi/pdf/10.1145/3677052.3698694,"Investment Analysis is a cornerstone of the Financial Services industry. The rapid integration of advanced machine learning techniques, particularly Large Language Models (LLMs), offers opportunities to enhance the equity stock rating process. This paper explores the application of LLMs to predict stock performance and generate stock ratings by ingesting diverse datasets. Traditional stock rating methods rely heavily on the expertise of financial analysts, and face several challenges such as data overload, inconsistencies in filings, and delayed reactions to market events. Our study addresses these issues by leveraging LLMs to improve the accuracy and consistency of stock ratings. Additionally, we assess the efficacy of using different data modalities with LLMs for the financial domain. We utilize varied datasets comprising fundamental financial, market, and news data from January 2022 to June 2024, along with GPT-4-32k (v0613) (with a training cutoff in Sep. 2021 to prevent information leakage). Our results show that our benchmark method outperforms traditional stock rating methods when assessed by forward returns. Specifically, incorporating financial fundamentals enhances ratings accuracy. While integrating news data improves short-term performance, substituting detailed news summaries with sentiment scores reduces token use without loss of performance. In many cases, omitting news data entirely enhances performance by reducing bias. Our research shows that LLMs can be leveraged to effectively utilize large amounts of multimodal financial data, as showcased by their effectiveness at the stock rating prediction task. Our work provides a reproducible framework for generating consistent and accurate stock ratings, offering a cost-effective and efficient alternative to traditional methods. Future work will extend the analysis to longer time horizons, incorporating more diverse data, and utilizing newer models to enhance detailed investment analysis and reports.",arxiv,
37,P0,Trading Agent,FinMem: A Performance-Enhanced Large Language Model Trading Agent with Layered Memory and Character Design,FinMem,2023,Agent,Memory-based LLM trading agent,"Use to study profiling, layered memory, and decision-making in trading agents.",https://arxiv.org/abs/2311.13743,Early influential LLM trading agent architecture.,eb34bd715e3a7c68477ec0824ebb171b948b80c2,FinMem: A Performance-Enhanced LLM Trading Agent With Layered Memory and Character Design,2023,177,12,IEEE Transactions on Big Data,Yangyang Yu; Haohang Li; Zhi Chen; Yuechen Jiang; Yang Li; Jordan W. Suchow; Denghui Zhang; K. Khashanah,10.1109/TBDATA.2025.3593370,2311.13743,https://www.semanticscholar.org/paper/eb34bd715e3a7c68477ec0824ebb171b948b80c2,2023-11-23,JournalArticle,,"We introduce FinMem, a novel Large Language Models (LLM)-based agent framework for financial trading, designed to address the need for automated systems that can transform real-time data into executable decisions. FinMem comprises three core modules: Profile for customizing agent characteristics, Memory for hierarchical financial data assimilation, and Decision-making for converting insights into investment choices. The Memory module, which mimics human traders’ cognitive structure, offers interpretability and real-time tuning while handling the critical timing of various information types. It employs a layered approach to process and prioritize data based on its timeliness and relevance, ensuring that the most recent and impactful information is given appropriate weight in decision-making. FinMem’s adjustable cognitive span allows retention of critical information beyond human limits, enabling it to balance historical patterns with current market dynamics. This framework facilitates self-evolution of professional knowledge, agile reactions to investment cues, and continuous refinement of trading decisions in financial environments. When compared against advanced algorithmic agents using a large-scale real-world financial dataset, FinMem demonstrates superior performance across classic metrics like Cumulative Return and Sharpe ratio. Further tuning of the agent’s perceptual span and character setting enhances its trading performance, positioning FinMem as a cutting-edge solution for automated trading.",arxiv,
38,P0,Multi-Agent Trading,TradingAgents: Multi-Agents Large Language Models for Financial Trading,TradingAgents,2024,Agent / Framework,Multi-agent trading research workflow,"Use to study simulated investment teams with fundamental, sentiment, technical, trader, researcher, and risk roles.",https://arxiv.org/abs/2412.20138,Relevant to agentic investment committee workflows.,e3dd4964c07c914a0ccca2e2f3ed6410f8a86a6a,TradingAgents: Multi-Agents LLM Financial Trading Framework,2024,139,11,arXiv.org,Yijia Xiao; Edward Sun; Di Luo; Wei Wang,10.48550/arXiv.2412.20138,2412.20138,https://www.semanticscholar.org/paper/e3dd4964c07c914a0ccca2e2f3ed6410f8a86a6a,2024-12-28,JournalArticle,,"Significant progress has been made in automated problem-solving using societies of agents powered by large language models (LLMs). In finance, efforts have largely focused on single-agent systems handling specific tasks or multi-agent frameworks independently gathering data. However, the multi-agent systems' potential to replicate real-world trading firms' collaborative dynamics remains underexplored. TradingAgents proposes a novel stock trading framework inspired by trading firms, featuring LLM-powered agents in specialized roles such as fundamental analysts, sentiment analysts, technical analysts, and traders with varied risk profiles. The framework includes Bull and Bear researcher agents assessing market conditions, a risk management team monitoring exposure, and traders synthesizing insights from debates and historical data to make informed decisions. By simulating a dynamic, collaborative trading environment, this framework aims to improve trading performance. Detailed architecture and extensive experiments reveal its superiority over baseline models, with notable improvements in cumulative returns, Sharpe ratio, and maximum drawdown, highlighting the potential of multi-agent LLM frameworks in financial trading. TradingAgents is available at https://github.com/TauricResearch/TradingAgents.",arxiv,
39,P0,Financial Agent Benchmark,InvestorBench: A Benchmark for Large Language Model Agents in Financial Decision-Making,InvestorBench,2024,Benchmark,Financial decision-making benchmark for LLM agents,"Use to evaluate agent decisions across stocks, cryptocurrency, and exchange-traded funds.",https://arxiv.org/abs/2412.18174,Important for measuring investment agents beyond static QA.,74e898dbf4a82980d600828f6ffcb6cd1c4d1522,INVESTORBENCH: A Benchmark for Financial Decision-Making Tasks with LLM-based Agent,2024,39,3,arXiv.org,Haohang Li; Yupeng Cao; Yangyang Yu; Shashidhar Reddy Javaji; Zhiyang Deng; Yueru He; Yuechen Jiang; Zining Zhu; K. Subbalakshmi; Guojun Xiong; Jimin Huang; Lingfei Qian; Xueqing Peng; Qianqian Xie; Jordan W. Suchow,10.48550/arXiv.2412.18174,2412.18174,https://www.semanticscholar.org/paper/74e898dbf4a82980d600828f6ffcb6cd1c4d1522,2024-12-24,JournalArticle,,"Recent advancements have underscored the potential of large language model (LLM)-based agents in financial decision-making. Despite this progress, the field currently encounters two main challenges: (1) the lack of a comprehensive LLM agent framework adaptable to a variety of financial tasks, and (2) the absence of standardized benchmarks and consistent datasets for assessing agent performance. To tackle these issues, we introduce \textsc{InvestorBench}, the first benchmark specifically designed for evaluating LLM-based agents in diverse financial decision-making contexts. InvestorBench enhances the versatility of LLM-enabled agents by providing a comprehensive suite of tasks applicable to different financial products, including single equities like stocks, cryptocurrencies and exchange-traded funds (ETFs). Additionally, we assess the reasoning and decision-making capabilities of our agent framework using thirteen different LLMs as backbone models, across various market environments and tasks. Furthermore, we have curated a diverse collection of open-source, multi-modal datasets and developed a comprehensive suite of environments for financial decision-making. This establishes a highly accessible platform for evaluating financial agents' performance across various scenarios.",arxiv,
