paper_key,title,extract_status,text_path,text_char_count,error
hedgeagents-a-balanced-aware-multi-agent-financial-trading-system-5b2735d5df,HedgeAgents: A Balanced-aware Multi-agent Financial Trading System,ok,data/papers/text/hedgeagents-a-balanced-aware-multi-agent-financial-trading-system-5b2735d5df.txt,51859,
can-large-language-models-beat-wall-street-evaluating-gpt-4-s-impact-on-f227f127c5,Can Large Language Models beat wall street? Evaluating GPT-4’s impact on financial decision-making with MarketSenseAI,ok,data/papers/text/can-large-language-models-beat-wall-street-evaluating-gpt-4-s-impact-on-f227f127c5.txt,83579,
assessing-look-ahead-bias-in-stock-return-predictions-generated-by-gpt-s-f091d065e0,Assessing Look-Ahead Bias in Stock Return Predictions Generated by GPT Sentiment Analysis,ok,data/papers/text/assessing-look-ahead-bias-in-stock-return-predictions-generated-by-gpt-s-f091d065e0.txt,54980,
temporal-data-meets-llm-explainable-financial-time-series-forecasting-c14b6c5e9d,Temporal Data Meets LLM - Explainable Financial Time Series Forecasting,ok,data/papers/text/temporal-data-meets-llm-explainable-financial-time-series-forecasting-c14b6c5e9d.txt,57270,
a-survey-on-large-language-models-for-critical-societal-domains-finance-4c7c7482bd,"A Survey on Large Language Models for Critical Societal Domains: Finance, Healthcare, and Law",ok,data/papers/text/a-survey-on-large-language-models-for-critical-societal-domains-finance-4c7c7482bd.txt,287501,
benchmarking-large-language-models-on-cflue-a-chinese-financial-language-3ae5737b13,Benchmarking Large Language Models on CFLUE - A Chinese Financial Language Understanding Evaluation Dataset,ok,data/papers/text/benchmarking-large-language-models-on-cflue-a-chinese-financial-language-3ae5737b13.txt,73816,
gpt-investar-enhancing-stock-investment-strategies-through-annual-report-88a97b832e,GPT-InvestAR: Enhancing Stock Investment Strategies through Annual Report Analysis with Large Language Models,ok,data/papers/text/gpt-investar-enhancing-stock-investment-strategies-through-annual-report-88a97b832e.txt,24086,
enhancing-investment-analysis-optimizing-ai-agent-collaboration-in-finan-11e58ed949,Enhancing Investment Analysis: Optimizing AI-Agent Collaboration in Financial Research,ok,data/papers/text/enhancing-investment-analysis-optimizing-ai-agent-collaboration-in-finan-11e58ed949.txt,52441,
integrating-large-language-models-in-financial-investments-and-market-an-4e6e4987fd,Integrating Large Language Models in Financial Investments and Market Analysis: A Survey,ok,data/papers/text/integrating-large-language-models-in-financial-investments-and-market-an-4e6e4987fd.txt,78729,
a-review-of-large-language-models-for-stock-price-forecasting-from-a-hed-c08b1c0226,A Review of Large Language Models for Stock Price Forecasting from a Hedge-Fund Perspective,ok,data/papers/text/a-review-of-large-language-models-for-stock-price-forecasting-from-a-hed-c08b1c0226.txt,48854,
p1gpt-a-multi-agent-llm-workflow-module-for-multi-modal-financial-inform-be7a28cd10,P1GPT: a multi-agent LLM workflow module for multi-modal financial information analysis,ok,data/papers/text/p1gpt-a-multi-agent-llm-workflow-module-for-multi-modal-financial-inform-be7a28cd10.txt,60378,
sentiment-trading-with-large-language-models-e814813a27,Sentiment trading with large language models,ok,data/papers/text/sentiment-trading-with-large-language-models-e814813a27.txt,46439,
mass-multi-agent-simulation-scaling-for-portfolio-construction-96587f8613,MASS: Multi-Agent Simulation Scaling for Portfolio Construction,ok,data/papers/text/mass-multi-agent-simulation-scaling-for-portfolio-construction-96587f8613.txt,69437,
learning-to-generate-explainable-stock-predictions-using-self-reflective-fdee6f51c9,Learning to Generate Explainable Stock Predictions using Self-Reflective Large Language Models,ok,data/papers/text/learning-to-generate-explainable-stock-predictions-using-self-reflective-fdee6f51c9.txt,113202,
can-gpt-models-be-financial-analysts-an-evaluation-of-chatgpt-and-gpt-4-9e3dd80e01,Can GPT models be Financial Analysts? An Evaluation of ChatGPT and GPT-4 on mock CFA Exams,ok,data/papers/text/can-gpt-models-be-financial-analysts-an-evaluation-of-chatgpt-and-gpt-4-9e3dd80e01.txt,43764,
fine-tuning-large-language-models-for-stock-return-prediction-using-news-e730e4c36d,Fine-Tuning Large Language Models for Stock Return Prediction Using Newsflow,ok,data/papers/text/fine-tuning-large-language-models-for-stock-return-prediction-using-news-e730e4c36d.txt,55492,
a-scoping-review-of-chatgpt-research-in-accounting-and-finance-6de0f0e417,A Scoping Review of ChatGPT Research in Accounting and Finance,ok,data/papers/text/a-scoping-review-of-chatgpt-research-in-accounting-and-finance-6de0f0e417.txt,176159,
integrating-stock-features-and-global-information-via-large-language-mod-ff410791ce,Integrating Stock Features and Global Information via Large Language Models for Enhanced Stock Return Prediction,ok,data/papers/text/integrating-stock-features-and-global-information-via-large-language-mod-ff410791ce.txt,34604,
harnessing-earnings-reports-for-stock-predictions-a-qlora-enhanced-llm-a-8f8601bdfa,Harnessing Earnings Reports for Stock Predictions: A QLoRA-Enhanced LLM Approach,ok,data/papers/text/harnessing-earnings-reports-for-stock-predictions-a-qlora-enhanced-llm-a-8f8601bdfa.txt,27208,
ploutos-towards-interpretable-stock-movement-prediction-with-financial-l-830e5dfc74,Ploutos: Towards interpretable stock movement prediction with financial large language model,ok,data/papers/text/ploutos-towards-interpretable-stock-movement-prediction-with-financial-l-830e5dfc74.txt,54386,
transforming-sentiment-analysis-in-the-financial-domain-with-chatgpt-e57bd7d344,Transforming Sentiment Analysis in the Financial Domain with ChatGPT,ok,data/papers/text/transforming-sentiment-analysis-in-the-financial-domain-with-chatgpt-e57bd7d344.txt,72277,
chatgpt-informed-graph-neural-network-for-stock-movement-prediction-64c79da9e7,ChatGPT Informed Graph Neural Network for Stock Movement Prediction,ok,data/papers/text/chatgpt-informed-graph-neural-network-for-stock-movement-prediction-64c79da9e7.txt,39985,
designing-heterogeneous-llm-agents-for-financial-sentiment-analysis-10a89dd7b7,Designing Heterogeneous LLM Agents for Financial Sentiment Analysis,ok,data/papers/text/designing-heterogeneous-llm-agents-for-financial-sentiment-analysis-10a89dd7b7.txt,56298,
dianjin-r1-evaluating-and-enhancing-financial-reasoning-in-large-languag-896d4f6440,DianJin-R1: Evaluating and Enhancing Financial Reasoning in Large Language Models,ok,data/papers/text/dianjin-r1-evaluating-and-enhancing-financial-reasoning-in-large-languag-896d4f6440.txt,43075,
agentic-ai-systems-applied-to-tasks-in-financial-services-modeling-and-m-d0afe796cd,Agentic AI Systems Applied to tasks in Financial Services: Modeling and model risk management crews,ok,data/papers/text/agentic-ai-systems-applied-to-tasks-in-financial-services-modeling-and-m-d0afe796cd.txt,115252,
bondbert-what-we-learn-when-assigning-sentiment-in-the-bond-market-a96d8827e1,BondBERT: What we learn when assigning sentiment in the bond market,ok,data/papers/text/bondbert-what-we-learn-when-assigning-sentiment-in-the-bond-market-a96d8827e1.txt,36160,
reasoning-or-overthinking-evaluating-large-language-models-on-financial-5e83900e38,Reasoning or Overthinking: Evaluating Large Language Models on Financial Sentiment Analysis,ok,data/papers/text/reasoning-or-overthinking-evaluating-large-language-models-on-financial-5e83900e38.txt,74067,
interpretable-llms-for-credit-risk-a-systematic-review-and-taxonomy-b3fee5dea2,Interpretable LLMs for Credit Risk: A Systematic Review and Taxonomy,ok,data/papers/text/interpretable-llms-for-credit-risk-a-systematic-review-and-taxonomy-b3fee5dea2.txt,60354,
marketsenseai-2-0-enhancing-stock-analysis-through-llm-agents-180fd117af,MarketSenseAI 2.0: Enhancing Stock Analysis Through LLM Agents,ok,data/papers/text/marketsenseai-2-0-enhancing-stock-analysis-through-llm-agents-180fd117af.txt,56630,
pyfi-toward-pyramid-like-financial-image-understanding-for-vlms-via-adve-25edcc3350,PyFi: Toward Pyramid-like Financial Image Understanding for VLMs via Adversarial Agents,ok,data/papers/text/pyfi-toward-pyramid-like-financial-image-understanding-for-vlms-via-adve-25edcc3350.txt,158648,
trade-in-minutes-rationality-driven-agentic-system-for-quantitative-fina-54516809bc,Trade in Minutes! Rationality-Driven Agentic System for Quantitative Financial Trading,ok,data/papers/text/trade-in-minutes-rationality-driven-agentic-system-for-quantitative-fina-54516809bc.txt,69222,
when-agents-trade-live-multi-market-trading-benchmark-for-llm-agents-229e433bf7,When Agents Trade: Live Multi-Market Trading Benchmark for LLM Agents,ok,data/papers/text/when-agents-trade-live-multi-market-trading-benchmark-for-llm-agents-229e433bf7.txt,61003,
multimodal-financial-foundation-models-mffms-progress-prospects-and-chal-683fc14f39,"Multimodal Financial Foundation Models (MFFMs): Progress, Prospects, and Challenges",ok,data/papers/text/multimodal-financial-foundation-models-mffms-progress-prospects-and-chal-683fc14f39.txt,121776,
famma-a-benchmark-for-financial-domain-multilingual-multimodal-question-6712f835cd,FAMMA: A Benchmark for Financial Domain Multilingual Multimodal Question Answering,ok,data/papers/text/famma-a-benchmark-for-financial-domain-multilingual-multimodal-question-6712f835cd.txt,83490,
large-language-model-adaptation-for-financial-sentiment-analysis-31fbb7e64e,Large Language Model Adaptation for Financial Sentiment Analysis,ok,data/papers/text/large-language-model-adaptation-for-financial-sentiment-analysis-31fbb7e64e.txt,41040,
alpha-gpt-human-ai-interactive-alpha-mining-for-quantitative-investment-6055dc352b,Alpha-GPT: Human-AI Interactive Alpha Mining for Quantitative Investment,ok,data/papers/text/alpha-gpt-human-ai-interactive-alpha-mining-for-quantitative-investment-6055dc352b.txt,40462,
llmfactor-extracting-profitable-factors-through-prompts-for-explainable-fe4239bf6c,LLMFactor: Extracting Profitable Factors through Prompts for Explainable Stock Movement Prediction,ok,data/papers/text/llmfactor-extracting-profitable-factors-through-prompts-for-explainable-fe4239bf6c.txt,47138,
finmme-benchmark-dataset-for-financial-multi-modal-reasoning-evaluation-1953210694,FinMME: Benchmark Dataset for Financial Multi-Modal Reasoning Evaluation,ok,data/papers/text/finmme-benchmark-dataset-for-financial-multi-modal-reasoning-evaluation-1953210694.txt,55780,
omnieval-an-omnidirectional-and-automatic-rag-evaluation-benchmark-in-fi-69a5ba8f80,OmniEval: An Omnidirectional and Automatic RAG Evaluation Benchmark in Financial Domain,ok,data/papers/text/omnieval-an-omnidirectional-and-automatic-rag-evaluation-benchmark-in-fi-69a5ba8f80.txt,79552,
open-finllm-leaderboard-towards-financial-ai-readiness-f5acfb2ed6,Open FinLLM Leaderboard: Towards Financial AI Readiness,ok,data/papers/text/open-finllm-leaderboard-towards-financial-ai-readiness-f5acfb2ed6.txt,72859,
innovative-sentiment-analysis-and-prediction-of-stock-price-using-finber-3fda345449,"Innovative Sentiment Analysis and Prediction of Stock Price Using FinBERT, GPT-4 and Logistic Regression: A Data-Driven Approach",ok,data/papers/text/innovative-sentiment-analysis-and-prediction-of-stock-price-using-finber-3fda345449.txt,74626,
prebit-a-multimodal-model-with-twitter-finbert-embeddings-for-extreme-pr-261525ee24,PreBit - A multimodal model with Twitter FinBERT embeddings for extreme price movement prediction of Bitcoin,ok,data/papers/text/prebit-a-multimodal-model-with-twitter-finbert-embeddings-for-extreme-pr-261525ee24.txt,105182,
can-large-language-models-trade-testing-financial-theories-with-llm-agen-d97fd2fbe0,Can Large Language Models Trade? Testing Financial Theories with LLM Agents in Market Simulations,ok,data/papers/text/can-large-language-models-trade-testing-financial-theories-with-llm-agen-d97fd2fbe0.txt,75796,
quantagent-price-driven-multi-agent-llms-for-high-frequency-trading-37b2dc395a,QuantAgent: Price-Driven Multi-Agent LLMs for High-Frequency Trading,ok,data/papers/text/quantagent-price-driven-multi-agent-llms-for-high-frequency-trading-37b2dc395a.txt,89541,
alphaquanter-an-end-to-end-tool-augmented-agentic-reinforcement-learning-e0fd077150,AlphaQuanter: An End-to-End Tool-Augmented Agentic Reinforcement Learning Framework for Stock Trading,ok,data/papers/text/alphaquanter-an-end-to-end-tool-augmented-agentic-reinforcement-learning-e0fd077150.txt,93422,
ecc-analyzer-extracting-trading-signal-from-earnings-conference-calls-us-3a6fb19c45,ECC Analyzer: Extracting Trading Signal from Earnings Conference Calls using Large Language Model for Stock Volatility Prediction,ok,data/papers/text/ecc-analyzer-extracting-trading-signal-from-earnings-conference-calls-us-3a6fb19c45.txt,48900,
atlas-adaptive-trading-with-llm-agents-through-dynamic-prompt-optimizati-e8c01e0fda,ATLAS: Adaptive Trading with LLM AgentS Through Dynamic Prompt Optimization and Multi-Agent Coordination,ok,data/papers/text/atlas-adaptive-trading-with-llm-agents-through-dynamic-prompt-optimizati-e8c01e0fda.txt,159355,
to-trade-or-not-to-trade-an-agentic-approach-to-estimating-market-risk-i-cb2fb08e68,To Trade or Not to Trade: An Agentic Approach to Estimating Market Risk Improves Trading Decisions,ok,data/papers/text/to-trade-or-not-to-trade-an-agentic-approach-to-estimating-market-risk-i-cb2fb08e68.txt,95516,
tradetrap-are-llm-based-trading-agents-truly-reliable-and-faithful-fdf9f4390f,TradeTrap: Are LLM-based Trading Agents Truly Reliable and Faithful?,ok,data/papers/text/tradetrap-are-llm-based-trading-agents-truly-reliable-and-faithful-fdf9f4390f.txt,52136,
design-and-empirical-study-of-a-large-language-model-based-multi-agent-i-5f96d9d91d,Design and Empirical Study of a Large Language Model-Based Multi-Agent Investment System for Chinese Public REITs,ok,data/papers/text/design-and-empirical-study-of-a-large-language-model-based-multi-agent-i-5f96d9d91d.txt,45790,
toward-expert-investment-teams-a-multi-agent-llm-system-with-fine-graine-67da152f17,Toward Expert Investment Teams:A Multi-Agent LLM System with Fine-Grained Trading Tasks,ok,data/papers/text/toward-expert-investment-teams-a-multi-agent-llm-system-with-fine-graine-67da152f17.txt,83055,
trading-r1-financial-trading-with-llm-reasoning-via-reinforcement-learni-d51cc0591e,Trading-R1: Financial Trading with LLM Reasoning via Reinforcement Learning,ok,data/papers/text/trading-r1-financial-trading-with-llm-reasoning-via-reinforcement-learni-d51cc0591e.txt,172714,
tradinggroup-a-multi-agent-trading-system-with-self-reflection-and-data-f6009f8af2,TradingGroup: A Multi-Agent Trading System with Self-Reflection and Data-Synthesis,ok,data/papers/text/tradinggroup-a-multi-agent-trading-system-with-self-reflection-and-data-f6009f8af2.txt,52406,
signal-or-noise-in-multi-agent-llm-based-stock-recommendations-d3eff2c11f,Signal or Noise in Multi-Agent LLM-based Stock Recommendations?,ok,data/papers/text/signal-or-noise-in-multi-agent-llm-based-stock-recommendations-d3eff2c11f.txt,61503,
document-level-numerical-reasoning-across-single-and-multiple-tables-in-d2a12af257,Document-Level Numerical Reasoning across Single and Multiple Tables in Financial Reports,ok,data/papers/text/document-level-numerical-reasoning-across-single-and-multiple-tables-in-d2a12af257.txt,58808,
multifinrag-an-optimized-multimodal-retrieval-augmented-generation-frame-63c522cdba,MultiFinRAG: An Optimized Multimodal Retrieval-Augmented Generation Framework for Financial Question Answering,ok,data/papers/text/multifinrag-an-optimized-multimodal-retrieval-augmented-generation-frame-63c522cdba.txt,42756,
hierarchical-retrieval-with-evidence-curation-for-open-domain-financial-cd8226042e,Hierarchical Retrieval with Evidence Curation for Open-Domain Financial Question Answering on Standardized Documents,ok,data/papers/text/hierarchical-retrieval-with-evidence-curation-for-open-domain-financial-cd8226042e.txt,66947,
evaluating-large-language-models-llms-in-financial-nlp-a-comparative-stu-bf6d83c530,Evaluating Large Language Models (LLMs) in Financial NLP: A Comparative Study on Financial Report Analysis,ok,data/papers/text/evaluating-large-language-models-llms-in-financial-nlp-a-comparative-stu-bf6d83c530.txt,70158,
a-scalable-data-driven-framework-for-systematic-analysis-of-sec-10-k-fil-030e76e51a,A Scalable Data-Driven Framework for Systematic Analysis of SEC 10-K Filings Using Large Language Models,ok,data/papers/text/a-scalable-data-driven-framework-for-systematic-analysis-of-sec-10-k-fil-030e76e51a.txt,37340,
edinet-bench-evaluating-llms-on-complex-financial-tasks-using-japanese-f-0d5eb11f10,EDINET-Bench: Evaluating LLMs on Complex Financial Tasks using Japanese Financial Statements,ok,data/papers/text/edinet-bench-evaluating-llms-on-complex-financial-tasks-using-japanese-f-0d5eb11f10.txt,66565,
metadata-driven-retrieval-augmented-generation-for-financial-question-an-74be4c4dcc,Metadata-Driven Retrieval-Augmented Generation for Financial Question Answering,ok,data/papers/text/metadata-driven-retrieval-augmented-generation-for-financial-question-an-74be4c4dcc.txt,90276,
optimizing-retrieval-strategies-for-financial-question-answering-documen-1a664b952d,Optimizing Retrieval Strategies for Financial Question Answering Documents in Retrieval-Augmented Generation Systems,ok,data/papers/text/optimizing-retrieval-strategies-for-financial-question-answering-documen-1a664b952d.txt,45950,
finreasoning-a-hierarchical-benchmark-for-reliable-financial-research-re-cab67b5acc,FinReasoning: A Hierarchical Benchmark for Reliable Financial Research Reporting,ok,data/papers/text/finreasoning-a-hierarchical-benchmark-for-reliable-financial-research-re-cab67b5acc.txt,191225,
hifi-kpi-a-dataset-for-hierarchical-kpi-extraction-from-earnings-filings-6b712090a0,HiFi-KPI: A Dataset for Hierarchical KPI Extraction from Earnings Filings,ok,data/papers/text/hifi-kpi-a-dataset-for-hierarchical-kpi-extraction-from-earnings-filings-6b712090a0.txt,55139,
assessing-consistency-and-reproducibility-in-the-outputs-of-large-langua-d058fdec1b,Assessing Consistency and Reproducibility in the Outputs of Large Language Models: Evidence Across Diverse Finance and Accounting Tasks,ok,data/papers/text/assessing-consistency-and-reproducibility-in-the-outputs-of-large-langua-d058fdec1b.txt,169932,
finauditing-a-financial-taxonomy-structured-multi-document-benchmark-for-d66110db61,FinAuditing: A Financial Taxonomy-Structured Multi-Document Benchmark for Evaluating LLMs,ok,data/papers/text/finauditing-a-financial-taxonomy-structured-multi-document-benchmark-for-d66110db61.txt,72304,
decomposing-retrieval-failures-in-rag-for-long-document-financial-questi-cc2b8ada9c,Decomposing Retrieval Failures in RAG for Long-Document Financial Question Answering,ok,data/papers/text/decomposing-retrieval-failures-in-rag-for-long-document-financial-questi-cc2b8ada9c.txt,36411,
financial-numeric-extreme-labelling-a-dataset-and-benchmarking-for-xbrl-ae0d681875,Financial Numeric Extreme Labelling: A Dataset and Benchmarking for XBRL Tagging,ok,data/papers/text/financial-numeric-extreme-labelling-a-dataset-and-benchmarking-for-xbrl-ae0d681875.txt,34829,
automating-financial-statement-audits-with-large-language-models-3c582ddd7d,Automating Financial Statement Audits with Large Language Models,ok,data/papers/text/automating-financial-statement-audits-with-large-language-models-3c582ddd7d.txt,64124,
can-llms-be-good-financial-advisors-an-initial-study-in-personal-decisio-e4c05762dc,Can LLMs be Good Financial Advisors?: An Initial Study in Personal Decision Making for Optimized Outcomes,ok,data/papers/text/can-llms-be-good-financial-advisors-an-initial-study-in-personal-decisio-e4c05762dc.txt,23995,
enhancing-the-efficiency-and-accuracy-of-underlying-asset-reviews-in-str-4f2cd416e1,Enhancing the Efficiency and Accuracy of Underlying Asset Reviews in Structured Finance: The Application of Multi-agent Framework,ok,data/papers/text/enhancing-the-efficiency-and-accuracy-of-underlying-asset-reviews-in-str-4f2cd416e1.txt,32664,
are-generative-ai-agents-effective-personalized-financial-advisors-43f588dc18,Are Generative AI Agents Effective Personalized Financial Advisors?,ok,data/papers/text/are-generative-ai-agents-effective-personalized-financial-advisors-43f588dc18.txt,68743,
finvault-benchmarking-financial-agent-safety-in-execution-grounded-envir-adcdd63117,FinVault: Benchmarking Financial Agent Safety in Execution-Grounded Environments,ok,data/papers/text/finvault-benchmarking-financial-agent-safety-in-execution-grounded-envir-adcdd63117.txt,72455,
finch-benchmarking-finance-accounting-across-spreadsheet-centric-enterpr-43bf4ae4a4,Finch: Benchmarking Finance & Accounting across Spreadsheet-Centric Enterprise Workflows,ok,data/papers/text/finch-benchmarking-finance-accounting-across-spreadsheet-centric-enterpr-43bf4ae4a4.txt,91655,
advancing-anomaly-detection-non-semantic-financial-data-encoding-with-la-cbe8e211b2,Advancing Anomaly Detection: Non-Semantic Financial Data Encoding With Large Language Models,ok,data/papers/text/advancing-anomaly-detection-non-semantic-financial-data-encoding-with-la-cbe8e211b2.txt,50169,
evaluating-llms-in-finance-requires-explicit-bias-consideration-c8aaf86016,Evaluating LLMs in Finance Requires Explicit Bias Consideration,ok,data/papers/text/evaluating-llms-in-finance-requires-explicit-bias-consideration-c8aaf86016.txt,90635,
cn-buzz2portfolio-a-chinese-market-dataset-and-benchmark-for-llm-based-m-9dcd7220d7,CN-Buzz2Portfolio: A Chinese-Market Dataset and Benchmark for LLM-Based Macro and Sector Asset Allocation from Daily Trending Financial News,ok,data/papers/text/cn-buzz2portfolio-a-chinese-market-dataset-and-benchmark-for-llm-based-m-9dcd7220d7.txt,51022,
finbert2-a-specialized-bidirectional-encoder-for-bridging-the-gap-in-fin-835e23cd47,FinBERT2: A Specialized Bidirectional Encoder for Bridging the Gap in Finance-Specific Deployment of Large Language Models,ok,data/papers/text/finbert2-a-specialized-bidirectional-encoder-for-bridging-the-gap-in-fin-835e23cd47.txt,72227,
shield-llm-driven-schema-induction-for-predictive-analytics-in-ev-batter-0f655fb376,SHIELD: LLM-Driven Schema Induction for Predictive Analytics in EV Battery Supply Chain Disruptions,ok,data/papers/text/shield-llm-driven-schema-induction-for-predictive-analytics-in-ev-batter-0f655fb376.txt,149951,
finkario-event-enhanced-automated-construction-of-financial-knowledge-gr-92a3616d26,FinKario: Event-Enhanced Automated Construction of Financial Knowledge Graph,ok,data/papers/text/finkario-event-enhanced-automated-construction-of-financial-knowledge-gr-92a3616d26.txt,70672,
sentiment-driven-prediction-of-financial-returns-a-bayesian-enhanced-fin-29c64548da,Sentiment-driven prediction of financial returns: a Bayesian-enhanced FinBERT approach,ok,data/papers/text/sentiment-driven-prediction-of-financial-returns-a-bayesian-enhanced-fin-29c64548da.txt,29496,
finripple-aligning-large-language-models-with-financial-market-for-event-0fea2bb2e6,FinRipple: Aligning Large Language Models with Financial Market for Event Ripple Effect Awareness,ok,data/papers/text/finripple-aligning-large-language-models-with-financial-market-for-event-0fea2bb2e6.txt,87048,
findkg-dynamic-knowledge-graphs-with-large-language-models-for-detecting-a395467f36,FinDKG: Dynamic Knowledge Graphs with Large Language Models for Detecting Global Trends in Financial Markets,ok,data/papers/text/findkg-dynamic-knowledge-graphs-with-large-language-models-for-detecting-a395467f36.txt,49777,
fincare-financial-causal-analysis-with-reasoning-and-evidence-fb6e518afb,FinCARE: Financial Causal Analysis with Reasoning and Evidence,ok,data/papers/text/fincare-financial-causal-analysis-with-reasoning-and-evidence-fb6e518afb.txt,53360,
finreflectkg-agentic-construction-and-evaluation-of-financial-knowledge-884eb3ce21,FinReflectKG: Agentic Construction and Evaluation of Financial Knowledge Graphs,ok,data/papers/text/finreflectkg-agentic-construction-and-evaluation-of-financial-knowledge-884eb3ce21.txt,45374,
modal-adaptive-knowledge-enhanced-graph-based-financial-prediction-from-5f0095f97a,Modal-adaptive Knowledge-enhanced Graph-based Financial Prediction from Monetary Policy Conference Calls with LLM,ok,data/papers/text/modal-adaptive-knowledge-enhanced-graph-based-financial-prediction-from-5f0095f97a.txt,50028,
interpreting-fedspeak-with-confidence-a-llm-based-uncertainty-aware-fram-fa5a01d174,Interpreting Fedspeak with Confidence: A LLM-Based Uncertainty-Aware Framework Guided by Monetary Policy Transmission Paths,ok,data/papers/text/interpreting-fedspeak-with-confidence-a-llm-based-uncertainty-aware-fram-fa5a01d174.txt,67678,
exploring-the-in-context-learning-capabilities-of-llms-for-money-launder-57571a238c,Exploring the In-Context Learning Capabilities of LLMs for Money Laundering Detection in Financial Graphs,ok,data/papers/text/exploring-the-in-context-learning-capabilities-of-llms-for-money-launder-57571a238c.txt,21794,
polybench-benchmarking-llm-forecasting-and-trading-capabilities-on-live-9a818cc86d,PolyBench: Benchmarking LLM Forecasting and Trading Capabilities on Live Prediction Market Data,ok,data/papers/text/polybench-benchmarking-llm-forecasting-and-trading-capabilities-on-live-9a818cc86d.txt,35733,
dynamic-hedging-strategies-in-derivatives-markets-with-llm-driven-sentim-06b006f967,Dynamic Hedging Strategies in Derivatives Markets with LLM-Driven Sentiment and News Analytics,ok,data/papers/text/dynamic-hedging-strategies-in-derivatives-markets-with-llm-driven-sentim-06b006f967.txt,39792,
finsheet-bench-from-simple-lookups-to-complex-reasoning-where-llms-break-74873bd478,"FinSheet-Bench: From Simple Lookups to Complex Reasoning, Where LLMs Break on Financial Spreadsheets",ok,data/papers/text/finsheet-bench-from-simple-lookups-to-complex-reasoning-where-llms-break-74873bd478.txt,66014,
financeqa-a-benchmark-for-evaluating-financial-analysis-capabilities-of-aeb7c69af4,FinanceQA: A Benchmark for Evaluating Financial Analysis Capabilities of Large Language Models,ok,data/papers/text/financeqa-a-benchmark-for-evaluating-financial-analysis-capabilities-of-aeb7c69af4.txt,35500,
the-gaining-paths-to-investment-success-information-driven-llm-graph-rea-ad3df490dc,The Gaining Paths to Investment Success: Information-Driven LLM Graph Reasoning for Venture Capital Prediction,ok,data/papers/text/the-gaining-paths-to-investment-success-information-driven-llm-graph-rea-ad3df490dc.txt,67713,
stocksim-a-dual-mode-order-level-simulator-for-evaluating-multi-agent-ll-489ae34b97,StockSim: A Dual-Mode Order-Level Simulator for Evaluating Multi-Agent LLMs in Financial Markets,ok,data/papers/text/stocksim-a-dual-mode-order-level-simulator-for-evaluating-multi-agent-ll-489ae34b97.txt,47561,
a-multi-agent-orchestration-framework-for-venture-capital-due-diligence-319dbf9bf5,A Multi-Agent Orchestration Framework for Venture Capital Due Diligence,ok,data/papers/text/a-multi-agent-orchestration-framework-for-venture-capital-due-diligence-319dbf9bf5.txt,21647,
mm-drex-multimodal-driven-dynamic-routing-of-llm-experts-for-financial-t-0f0efcf1f5,MM-DREX: Multimodal-Driven Dynamic Routing of LLM Experts for Financial Trading,ok,data/papers/text/mm-drex-multimodal-driven-dynamic-routing-of-llm-experts-for-financial-t-0f0efcf1f5.txt,90677,
alphaforgebench-benchmarking-end-to-end-trading-strategy-design-with-lar-cbe52b4586,AlphaForgeBench: Benchmarking End-to-End Trading Strategy Design with Large Language Models,ok,data/papers/text/alphaforgebench-benchmarking-end-to-end-trading-strategy-design-with-lar-cbe52b4586.txt,344414,
agent-trading-arena-a-study-on-numerical-understanding-in-llm-based-agen-f83181d0ba,Agent Trading Arena: A Study on Numerical Understanding in LLM-Based Agents,ok,data/papers/text/agent-trading-arena-a-study-on-numerical-understanding-in-llm-based-agen-f83181d0ba.txt,80014,
from-natural-language-to-executable-option-strategies-via-large-language-b7312bf6f1,From Natural Language to Executable Option Strategies via Large Language Models,ok,data/papers/text/from-natural-language-to-executable-option-strategies-via-large-language-b7312bf6f1.txt,89609,
polyswarm-a-multi-agent-large-language-model-framework-for-prediction-ma-e28b37de6f,PolySwarm: A Multi-Agent Large Language Model Framework for Prediction Market Trading and Latency Arbitrage,ok,data/papers/text/polyswarm-a-multi-agent-large-language-model-framework-for-prediction-ma-e28b37de6f.txt,86930,
quantcode-bench-a-benchmark-for-evaluating-the-ability-of-large-language-4485df0610,QuantCode-Bench: A Benchmark for Evaluating the Ability of Large Language Models to Generate Executable Algorithmic Trading Strategies,ok,data/papers/text/quantcode-bench-a-benchmark-for-evaluating-the-ability-of-large-language-4485df0610.txt,33749,
deltahedge-a-multi-agent-framework-for-portfolio-options-optimization-59fba0f731,DeltaHedge: A Multi-Agent Framework for Portfolio Options Optimization,ok,data/papers/text/deltahedge-a-multi-agent-framework-for-portfolio-options-optimization-59fba0f731.txt,56620,
alphaagent-llm-driven-alpha-mining-with-regularized-exploration-to-count-1ee55b1e61,AlphaAgent: LLM-Driven Alpha Mining with Regularized Exploration to Counteract Alpha Decay,ok,data/papers/text/alphaagent-llm-driven-alpha-mining-with-regularized-exploration-to-count-1ee55b1e61.txt,60408,
navigating-the-alpha-jungle-an-llm-powered-mcts-framework-for-formulaic-a6fbc7240d,Navigating the Alpha Jungle: An LLM-Powered MCTS Framework for Formulaic Factor Mining,ok,data/papers/text/navigating-the-alpha-jungle-an-llm-powered-mcts-framework-for-formulaic-a6fbc7240d.txt,113696,
