paper_key,title,download_status,pdf_path,download_source,download_url,error,source_url,doi,arxiv,paperId
instruct-fingpt-financial-sentiment-analysis-by-instruction-tuning-of-ge-b9e440ec58,Instruct-FinGPT: Financial Sentiment Analysis by Instruction Tuning of General-Purpose Large Language Models,downloaded,data/papers/pdf/instruct-fingpt-financial-sentiment-analysis-by-instruction-tuning-of-ge-b9e440ec58.pdf,existing,,,,,,
finarena-a-human-agent-collaboration-framework-for-financial-market-anal-e38bdfa3c2,FinArena: A Human-Agent Collaboration Framework for Financial Market Analysis and Forecasting,downloaded,data/papers/pdf/finarena-a-human-agent-collaboration-framework-for-financial-market-anal-e38bdfa3c2.pdf,existing,,,,,,
fin-r1-a-large-language-model-for-financial-reasoning-through-reinforcem-7d06b1cc7d,Fin-R1: A Large Language Model for Financial Reasoning through Reinforcement Learning,downloaded,data/papers/pdf/fin-r1-a-large-language-model-for-financial-reasoning-through-reinforcem-7d06b1cc7d.pdf,existing,,,,,,
exploring-large-language-models-for-financial-applications-techniques-pe-0af430b2c8,"Exploring Large Language Models for Financial Applications: Techniques, Performance, and Challenges with FinMA",downloaded,data/papers/pdf/exploring-large-language-models-for-financial-applications-techniques-pe-0af430b2c8.pdf,existing,,,,,,
when-ai-meets-finance-stockagent-large-language-model-based-stock-tradin-45acf228e6,When AI Meets Finance (StockAgent): Large Language Model-based Stock Trading in Simulated Real-world Environments,downloaded,data/papers/pdf/when-ai-meets-finance-stockagent-large-language-model-based-stock-tradin-45acf228e6.pdf,existing,,,,,,
bizfinbench-a-business-driven-real-world-financial-benchmark-for-evaluat-2e574185be,BizFinBench: A Business-Driven Real-World Financial Benchmark for Evaluating LLMs,downloaded,data/papers/pdf/bizfinbench-a-business-driven-real-world-financial-benchmark-for-evaluat-2e574185be.pdf,existing,,,,,,
flag-trader-fusion-llm-agent-with-gradient-based-reinforcement-learning-71ff394a16,FLAG-Trader: Fusion LLM-Agent with Gradient-based Reinforcement Learning for Financial Trading,downloaded,data/papers/pdf/flag-trader-fusion-llm-agent-with-gradient-based-reinforcement-learning-71ff394a16.pdf,existing,,,,,,
exploring-the-synergy-of-quantitative-factors-and-newsflow-representatio-dca558531f,Exploring the Synergy of Quantitative Factors and Newsflow Representations from Large Language Models for Stock Return Prediction,downloaded,data/papers/pdf/exploring-the-synergy-of-quantitative-factors-and-newsflow-representatio-dca558531f.pdf,existing,,,,,,
finvis-gpt-a-multimodal-large-language-model-for-financial-chart-analysi-efcd171f3e,FinVis-GPT: A Multimodal Large Language Model for Financial Chart Analysis,downloaded,data/papers/pdf/finvis-gpt-a-multimodal-large-language-model-for-financial-chart-analysi-efcd171f3e.pdf,existing,,,,,,
pixiu-a-comprehensive-benchmark-instruction-dataset-and-large-language-m-a061389bc0,"PIXIU: A Comprehensive Benchmark, Instruction Dataset and Large Language Model for Finance",downloaded,data/papers/pdf/pixiu-a-comprehensive-benchmark-instruction-dataset-and-large-language-m-a061389bc0.pdf,existing,,,,,,
large-language-model-in-financial-regulatory-interpretation-61ce98751c,Large Language Model in Financial Regulatory Interpretation,downloaded,data/papers/pdf/large-language-model-in-financial-regulatory-interpretation-61ce98751c.pdf,existing,,,,,,
automate-strategy-finding-with-llm-in-quant-investment-f16ed6f390,Automate Strategy Finding with LLM in Quant investment,downloaded,data/papers/pdf/automate-strategy-finding-with-llm-in-quant-investment-f16ed6f390.pdf,existing,,,,,,
deficiency-of-large-language-models-in-finance-an-empirical-examination-1800da696f,Deficiency of Large Language Models in Finance: An Empirical Examination of Hallucination,downloaded,data/papers/pdf/deficiency-of-large-language-models-in-finance-an-empirical-examination-1800da696f.pdf,existing,,,,,,
a-comparative-analysis-of-instruction-fine-tuning-large-language-models-e3c6513447,A Comparative Analysis of Instruction Fine-Tuning Large Language Models for Financial Text Classification,downloaded,data/papers/pdf/a-comparative-analysis-of-instruction-fine-tuning-large-language-models-e3c6513447.pdf,existing,,,,,,
plutus-benchmarking-large-language-models-in-low-resource-greek-finance-57137cd69f,Plutus: Benchmarking Large Language Models in Low-Resource Greek Finance,downloaded,data/papers/pdf/plutus-benchmarking-large-language-models-in-low-resource-greek-finance-57137cd69f.pdf,existing,,,,,,
ra-cfgpt-chinese-financial-assistant-with-retrieval-augmented-large-lang-1eb421fb40,RA-CFGPT: Chinese financial assistant with retrieval-augmented large language model,downloaded,data/papers/pdf/ra-cfgpt-chinese-financial-assistant-with-retrieval-augmented-large-lang-1eb421fb40.pdf,existing,,,,,,
large-language-models-in-equity-markets-applications-techniques-and-insi-d232c7a84a,"Large Language Models in equity markets: applications, techniques, and insights",downloaded,data/papers/pdf/large-language-models-in-equity-markets-applications-techniques-and-insi-d232c7a84a.pdf,existing,,,,,,
finnli-novel-dataset-for-multi-genre-financial-natural-language-inferenc-70ea032170,FinNLI: Novel Dataset for Multi-Genre Financial Natural Language Inference Benchmarking,downloaded,data/papers/pdf/finnli-novel-dataset-for-multi-genre-financial-natural-language-inferenc-70ea032170.pdf,existing,,,,,,
realfin-how-well-do-llms-reason-about-finance-when-users-leave-things-un-a59fb85d93,RealFin: How Well Do LLMs Reason About Finance When Users Leave Things Unsaid?,downloaded,data/papers/pdf/realfin-how-well-do-llms-reason-about-finance-when-users-leave-things-un-a59fb85d93.pdf,existing,,,,,,
leveraging-large-language-models-and-retrieval-augmented-generation-for-b90c7acf6c,Leveraging Large Language Models and Retrieval-Augmented Generation for Enhanced Multi-Asset Portfolio Construction,needs_manual_download,,,,no_pdf_candidate,https://www.semanticscholar.org/paper/32e3b82aee29adbca2e826d8cebf06c3f6178038,10.1109/CiFer64978.2025.10975739,,32e3b82aee29adbca2e826d8cebf06c3f6178038
mars-a-financial-market-simulation-engine-powered-by-generative-foundati-30d08a4447,MarS: a Financial Market Simulation Engine Powered by Generative Foundation Model,downloaded,data/papers/pdf/mars-a-financial-market-simulation-engine-powered-by-generative-foundati-30d08a4447.pdf,existing,,,,,,
finbert-a-pre-trained-financial-language-representation-model-for-financ-2ff8849efa,FinBERT: A Pre-trained Financial Language Representation Model for Financial Text Mining,downloaded,data/papers/pdf/finbert-a-pre-trained-financial-language-representation-model-for-financ-2ff8849efa.pdf,existing,,,,,,
hedgeagents-a-balanced-aware-multi-agent-financial-trading-system-5b2735d5df,HedgeAgents: A Balanced-aware Multi-agent Financial Trading System,downloaded,data/papers/pdf/hedgeagents-a-balanced-aware-multi-agent-financial-trading-system-5b2735d5df.pdf,existing,,,,,,
finbert-a-large-language-model-for-extracting-information-from-financial-a57c9c450a,FinBERT : A Large Language Model for Extracting Information from Financial Text†,needs_manual_download,,,,no_pdf_candidate,https://www.semanticscholar.org/paper/8798b3a01c29fe0ce45a271bedd934787343dfb5,10.1111/1911-3846.12832,,8798b3a01c29fe0ce45a271bedd934787343dfb5
can-large-language-models-beat-wall-street-evaluating-gpt-4-s-impact-on-f227f127c5,Can Large Language Models beat wall street? Evaluating GPT-4’s impact on financial decision-making with MarketSenseAI,downloaded,data/papers/pdf/can-large-language-models-beat-wall-street-evaluating-gpt-4-s-impact-on-f227f127c5.pdf,existing,,,,,,
large-language-models-for-financial-and-investment-management-applicatio-619cb333d9,Large Language Models for Financial and Investment Management: Applications and Benchmarks,downloaded,data/papers/pdf/large-language-models-for-financial-and-investment-management-applicatio-619cb333d9.pdf,existing,,,,,,
assessing-look-ahead-bias-in-stock-return-predictions-generated-by-gpt-s-f091d065e0,Assessing Look-Ahead Bias in Stock Return Predictions Generated by GPT Sentiment Analysis,downloaded,data/papers/pdf/assessing-look-ahead-bias-in-stock-return-predictions-generated-by-gpt-s-f091d065e0.pdf,existing,,,,,,
temporal-data-meets-llm-explainable-financial-time-series-forecasting-c14b6c5e9d,Temporal Data Meets LLM - Explainable Financial Time Series Forecasting,downloaded,data/papers/pdf/temporal-data-meets-llm-explainable-financial-time-series-forecasting-c14b6c5e9d.pdf,existing,,,,,,
multimodal-retrieval-augmented-generation-for-financial-documents-image-266defeb6f,Multimodal retrieval-augmented generation for financial documents: image-centric analysis of charts and tables with large language models,needs_manual_download,,,,no_pdf_candidate,https://www.semanticscholar.org/paper/7cf98ce56b91fd97d664a2ec2f9f2e24c232a378,10.1007/s00371-025-03829-5,,7cf98ce56b91fd97d664a2ec2f9f2e24c232a378
finbert-fomc-fine-tuned-finbert-model-with-sentiment-focus-method-for-en-beff704210,FinBERT-FOMC: Fine-Tuned FinBERT Model with Sentiment Focus Method for Enhancing Sentiment Analysis of FOMC Minutes,downloaded,data/papers/pdf/finbert-fomc-fine-tuned-finbert-model-with-sentiment-focus-method-for-en-beff704210.pdf,existing,,,,,,
a-survey-on-large-language-models-for-critical-societal-domains-finance-4c7c7482bd,"A Survey on Large Language Models for Critical Societal Domains: Finance, Healthcare, and Law",downloaded,data/papers/pdf/a-survey-on-large-language-models-for-critical-societal-domains-finance-4c7c7482bd.pdf,existing,,,,,,
benchmarking-large-language-models-on-cflue-a-chinese-financial-language-3ae5737b13,Benchmarking Large Language Models on CFLUE - A Chinese Financial Language Understanding Evaluation Dataset,downloaded,data/papers/pdf/benchmarking-large-language-models-on-cflue-a-chinese-financial-language-3ae5737b13.pdf,existing,,,,,,
llms-for-financial-advisement-a-fairness-and-efficacy-study-in-personal-2ff484250c,LLMs for Financial Advisement: A Fairness and Efficacy Study in Personal Decision Making,needs_manual_download,,,,no_pdf_candidate,https://www.semanticscholar.org/paper/1dddc3cdca26cd434d48110f8d73674bb7f63c4f,10.1145/3604237.3626867,,1dddc3cdca26cd434d48110f8d73674bb7f63c4f
self-explanatory-and-retrieval-augmented-llms-for-financial-sentiment-an-b2d4e116fc,Self-explanatory and Retrieval-augmented LLMs for Financial Sentiment Analysis,downloaded,data/papers/pdf/self-explanatory-and-retrieval-augmented-llms-for-financial-sentiment-an-b2d4e116fc.pdf,existing,,,,,,
hybrid-lstm-and-gru-for-cryptocurrency-price-forecasting-based-on-social-205d7be8bc,Hybrid LSTM and GRU for Cryptocurrency Price Forecasting Based on Social Network Sentiment Analysis Using FinBERT,downloaded,data/papers/pdf/hybrid-lstm-and-gru-for-cryptocurrency-price-forecasting-based-on-social-205d7be8bc.pdf,existing,,,,,,
gpt-investar-enhancing-stock-investment-strategies-through-annual-report-88a97b832e,GPT-InvestAR: Enhancing Stock Investment Strategies through Annual Report Analysis with Large Language Models,downloaded,data/papers/pdf/gpt-investar-enhancing-stock-investment-strategies-through-annual-report-88a97b832e.pdf,existing,,,,,,
enhancing-investment-analysis-optimizing-ai-agent-collaboration-in-finan-11e58ed949,Enhancing Investment Analysis: Optimizing AI-Agent Collaboration in Financial Research,downloaded,data/papers/pdf/enhancing-investment-analysis-optimizing-ai-agent-collaboration-in-finan-11e58ed949.pdf,existing,,,,,,
are-chatgpt-and-gpt-4-general-purpose-solvers-for-financial-text-analyti-70e58df2c4,Are ChatGPT and GPT-4 General-Purpose Solvers for Financial Text Analytics? An Examination on Several Typical Tasks,downloaded,data/papers/pdf/are-chatgpt-and-gpt-4-general-purpose-solvers-for-financial-text-analyti-70e58df2c4.pdf,existing,,,,,,
integrating-large-language-models-in-financial-investments-and-market-an-4e6e4987fd,Integrating Large Language Models in Financial Investments and Market Analysis: A Survey,downloaded,data/papers/pdf/integrating-large-language-models-in-financial-investments-and-market-an-4e6e4987fd.pdf,existing,,,,,,
a-review-of-large-language-models-for-stock-price-forecasting-from-a-hed-c08b1c0226,A Review of Large Language Models for Stock Price Forecasting from a Hedge-Fund Perspective,downloaded,data/papers/pdf/a-review-of-large-language-models-for-stock-price-forecasting-from-a-hed-c08b1c0226.pdf,existing,,,,,,
p1gpt-a-multi-agent-llm-workflow-module-for-multi-modal-financial-inform-be7a28cd10,P1GPT: a multi-agent LLM workflow module for multi-modal financial information analysis,downloaded,data/papers/pdf/p1gpt-a-multi-agent-llm-workflow-module-for-multi-modal-financial-inform-be7a28cd10.pdf,existing,,,,,,
comparative-investigation-of-gpt-and-finbert-s-sentiment-analysis-perfor-b85e848450,Comparative Investigation of GPT and FinBERT’s Sentiment Analysis Performance in News Across Different Sectors,downloaded,data/papers/pdf/comparative-investigation-of-gpt-and-finbert-s-sentiment-analysis-perfor-b85e848450.pdf,existing,,,,,,
sentiment-trading-with-large-language-models-e814813a27,Sentiment trading with large language models,downloaded,data/papers/pdf/sentiment-trading-with-large-language-models-e814813a27.pdf,existing,,,,,,
mass-multi-agent-simulation-scaling-for-portfolio-construction-96587f8613,MASS: Multi-Agent Simulation Scaling for Portfolio Construction,downloaded,data/papers/pdf/mass-multi-agent-simulation-scaling-for-portfolio-construction-96587f8613.pdf,existing,,,,,,
large-language-models-for-financial-knowledge-extraction-analytical-insi-254521eadd,Large Language Models for Financial Knowledge Extraction Analytical Insights and Corporate Planning Support,needs_manual_download,,,,no_pdf_candidate,https://www.semanticscholar.org/paper/8dd640e8c2d469fb7a1d3286a0d7b14175b9234f,10.54097/7am6vk38,,8dd640e8c2d469fb7a1d3286a0d7b14175b9234f
learning-to-generate-explainable-stock-predictions-using-self-reflective-fdee6f51c9,Learning to Generate Explainable Stock Predictions using Self-Reflective Large Language Models,downloaded,data/papers/pdf/learning-to-generate-explainable-stock-predictions-using-self-reflective-fdee6f51c9.pdf,existing,,,,,,
ai-agents-in-finance-and-fintech-a-scientific-review-of-agent-based-syst-fb0323c9e1,"AI Agents in Finance and Fintech: A Scientific Review of Agent-Based Systems, Applications, and Future Horizons",downloaded,data/papers/pdf/ai-agents-in-finance-and-fintech-a-scientific-review-of-agent-based-syst-fb0323c9e1.pdf,existing,,,,,,
can-gpt-models-be-financial-analysts-an-evaluation-of-chatgpt-and-gpt-4-9e3dd80e01,Can GPT models be Financial Analysts? An Evaluation of ChatGPT and GPT-4 on mock CFA Exams,downloaded,data/papers/pdf/can-gpt-models-be-financial-analysts-an-evaluation-of-chatgpt-and-gpt-4-9e3dd80e01.pdf,existing,,,,,,
fine-tuning-large-language-models-for-stock-return-prediction-using-news-e730e4c36d,Fine-Tuning Large Language Models for Stock Return Prediction Using Newsflow,downloaded,data/papers/pdf/fine-tuning-large-language-models-for-stock-return-prediction-using-news-e730e4c36d.pdf,existing,,,,,,
a-scoping-review-of-chatgpt-research-in-accounting-and-finance-6de0f0e417,A Scoping Review of ChatGPT Research in Accounting and Finance,downloaded,data/papers/pdf/a-scoping-review-of-chatgpt-research-in-accounting-and-finance-6de0f0e417.pdf,existing,,,,,,
bloated-disclosures-can-chatgpt-help-investors-process-information-a77a9fd42c,Bloated Disclosures: Can ChatGPT Help Investors Process Information?,downloaded,data/papers/pdf/bloated-disclosures-can-chatgpt-help-investors-process-information-a77a9fd42c.pdf,existing,,,,,,
cryptotrade-a-reflective-llm-based-agent-to-guide-zero-shot-cryptocurren-e5f1944e43,CryptoTrade: A Reflective LLM-based Agent to Guide Zero-shot Cryptocurrency Trading,downloaded,data/papers/pdf/cryptotrade-a-reflective-llm-based-agent-to-guide-zero-shot-cryptocurren-e5f1944e43.pdf,existing,,,,,,
advancing-innovation-in-financial-stability-a-comprehensive-review-of-ai-0f5b946e4b,"Advancing innovation in financial stability: A comprehensive review of ai agent frameworks, challenges and applications",downloaded,data/papers/pdf/advancing-innovation-in-financial-stability-a-comprehensive-review-of-ai-0f5b946e4b.pdf,existing,,,,,,
integrating-stock-features-and-global-information-via-large-language-mod-ff410791ce,Integrating Stock Features and Global Information via Large Language Models for Enhanced Stock Return Prediction,downloaded,data/papers/pdf/integrating-stock-features-and-global-information-via-large-language-mod-ff410791ce.pdf,existing,,,,,,
harnessing-earnings-reports-for-stock-predictions-a-qlora-enhanced-llm-a-8f8601bdfa,Harnessing Earnings Reports for Stock Predictions: A QLoRA-Enhanced LLM Approach,downloaded,data/papers/pdf/harnessing-earnings-reports-for-stock-predictions-a-qlora-enhanced-llm-a-8f8601bdfa.pdf,existing,,,,,,
ploutos-towards-interpretable-stock-movement-prediction-with-financial-l-830e5dfc74,Ploutos: Towards interpretable stock movement prediction with financial large language model,downloaded,data/papers/pdf/ploutos-towards-interpretable-stock-movement-prediction-with-financial-l-830e5dfc74.pdf,existing,,,,,,
transforming-sentiment-analysis-in-the-financial-domain-with-chatgpt-e57bd7d344,Transforming Sentiment Analysis in the Financial Domain with ChatGPT,downloaded,data/papers/pdf/transforming-sentiment-analysis-in-the-financial-domain-with-chatgpt-e57bd7d344.pdf,existing,,,,,,
chatgpt-informed-graph-neural-network-for-stock-movement-prediction-64c79da9e7,ChatGPT Informed Graph Neural Network for Stock Movement Prediction,downloaded,data/papers/pdf/chatgpt-informed-graph-neural-network-for-stock-movement-prediction-64c79da9e7.pdf,existing,,,,,,
designing-heterogeneous-llm-agents-for-financial-sentiment-analysis-10a89dd7b7,Designing Heterogeneous LLM Agents for Financial Sentiment Analysis,downloaded,data/papers/pdf/designing-heterogeneous-llm-agents-for-financial-sentiment-analysis-10a89dd7b7.pdf,existing,,,,,,
gpt-s-idea-of-stock-factors-2c1250c515,GPT's idea of stock factors,needs_manual_download,,,,no_pdf_candidate,https://www.semanticscholar.org/paper/1d0d08d8255fca583cba525f0299d3a792c5133f,10.1080/14697688.2024.2318220,,1d0d08d8255fca583cba525f0299d3a792c5133f
dianjin-r1-evaluating-and-enhancing-financial-reasoning-in-large-languag-896d4f6440,DianJin-R1: Evaluating and Enhancing Financial Reasoning in Large Language Models,downloaded,data/papers/pdf/dianjin-r1-evaluating-and-enhancing-financial-reasoning-in-large-languag-896d4f6440.pdf,existing,,,,,,
forecasting-the-s-p-500-index-using-mathematical-based-sentiment-analysi-241e9db48f,Forecasting the S&P 500 Index Using Mathematical-Based Sentiment Analysis and Deep Learning Models: A FinBERT Transformer Model and LSTM,downloaded,data/papers/pdf/forecasting-the-s-p-500-index-using-mathematical-based-sentiment-analysi-241e9db48f.pdf,existing,,,,,,
optimized-financial-planning-integrating-individual-and-cooperative-budg-efb44d46ad,Optimized Financial Planning: Integrating Individual and Cooperative Budgeting Models with LLM Recommendations,downloaded,data/papers/pdf/optimized-financial-planning-integrating-individual-and-cooperative-budg-efb44d46ad.pdf,existing,,,,,,
an-evaluation-of-reasoning-capabilities-of-large-language-models-in-fina-d4cde45903,An Evaluation of Reasoning Capabilities of Large Language Models in Financial Sentiment Analysis,downloaded,data/papers/pdf/an-evaluation-of-reasoning-capabilities-of-large-language-models-in-fina-d4cde45903.pdf,existing,,,,,,
agentic-ai-systems-applied-to-tasks-in-financial-services-modeling-and-m-d0afe796cd,Agentic AI Systems Applied to tasks in Financial Services: Modeling and model risk management crews,downloaded,data/papers/pdf/agentic-ai-systems-applied-to-tasks-in-financial-services-modeling-and-m-d0afe796cd.pdf,existing,,,,,,
risklabs-predicting-financial-risk-using-large-language-model-based-on-m-8a16d38723,RiskLabs: Predicting Financial Risk Using Large Language Model Based on Multi-Sources Data,downloaded,data/papers/pdf/risklabs-predicting-financial-risk-using-large-language-model-based-on-m-8a16d38723.pdf,existing,,,,,,
can-chatgpt-improve-investment-decisions-from-a-portfolio-management-per-8c028e1263,Can ChatGPT improve investment decisions? From a portfolio management perspective,needs_manual_download,,,,no_pdf_candidate,https://www.semanticscholar.org/paper/2516b8d7f61da0fac219cf00f488a7d8d3d7d5c7,10.1016/j.frl.2024.105433,,2516b8d7f61da0fac219cf00f488a7d8d3d7d5c7
bondbert-what-we-learn-when-assigning-sentiment-in-the-bond-market-a96d8827e1,BondBERT: What we learn when assigning sentiment in the bond market,downloaded,data/papers/pdf/bondbert-what-we-learn-when-assigning-sentiment-in-the-bond-market-a96d8827e1.pdf,existing,,,,,,
reasoning-or-overthinking-evaluating-large-language-models-on-financial-5e83900e38,Reasoning or Overthinking: Evaluating Large Language Models on Financial Sentiment Analysis,downloaded,data/papers/pdf/reasoning-or-overthinking-evaluating-large-language-models-on-financial-5e83900e38.pdf,existing,,,,,,
interpretable-llms-for-credit-risk-a-systematic-review-and-taxonomy-b3fee5dea2,Interpretable LLMs for Credit Risk: A Systematic Review and Taxonomy,downloaded,data/papers/pdf/interpretable-llms-for-credit-risk-a-systematic-review-and-taxonomy-b3fee5dea2.pdf,existing,,,,,,
alera-an-entropy-based-llm-multi-agent-framework-for-dynamic-risk-quanti-3b9e8f2d22,ALERA: An Entropy-Based LLM Multi-Agent Framework for Dynamic Risk Quantification in Quantitative Investing,needs_manual_download,,,,no_pdf_candidate,https://www.semanticscholar.org/paper/12cf7474ba0c98d7c376fe4e47847d1ef35de14f,10.1109/BigDIA68682.2025.11382737,,12cf7474ba0c98d7c376fe4e47847d1ef35de14f
fallmas-an-llm-based-multi-agent-system-for-automated-financial-analysis-72c30b0e90,FALLMAS: An LLM-Based Multi-Agent System for Automated Financial Analysis and Strategic Reporting,needs_manual_download,,,,no_pdf_candidate,https://www.semanticscholar.org/paper/e8fc98f85d07fc06da515f21b8d4da458edf2bf6,10.1109/IMCET69180.2026.11503762,,e8fc98f85d07fc06da515f21b8d4da458edf2bf6
agentic-portfolio-construction-a-multi-agent-architecture-for-llm-driven-8817e411b6,Agentic Portfolio Construction: A Multi-Agent Architecture for LLM-Driven Financial Asset Allocation,needs_manual_download,,,,no_pdf_candidate,https://www.semanticscholar.org/paper/618884efc04556c0efaf82273066b58b7a25abe1,10.1109/FLLM67465.2025.11390987,,618884efc04556c0efaf82273066b58b7a25abe1
marketsenseai-2-0-enhancing-stock-analysis-through-llm-agents-180fd117af,MarketSenseAI 2.0: Enhancing Stock Analysis Through LLM Agents,downloaded,data/papers/pdf/marketsenseai-2-0-enhancing-stock-analysis-through-llm-agents-180fd117af.pdf,existing,,,,,,
pyfi-toward-pyramid-like-financial-image-understanding-for-vlms-via-adve-25edcc3350,PyFi: Toward Pyramid-like Financial Image Understanding for VLMs via Adversarial Agents,downloaded,data/papers/pdf/pyfi-toward-pyramid-like-financial-image-understanding-for-vlms-via-adve-25edcc3350.pdf,existing,,,,,,
trade-in-minutes-rationality-driven-agentic-system-for-quantitative-fina-54516809bc,Trade in Minutes! Rationality-Driven Agentic System for Quantitative Financial Trading,downloaded,data/papers/pdf/trade-in-minutes-rationality-driven-agentic-system-for-quantitative-fina-54516809bc.pdf,existing,,,,,,
when-agents-trade-live-multi-market-trading-benchmark-for-llm-agents-229e433bf7,When Agents Trade: Live Multi-Market Trading Benchmark for LLM Agents,downloaded,data/papers/pdf/when-agents-trade-live-multi-market-trading-benchmark-for-llm-agents-229e433bf7.pdf,existing,,,,,,
the-recent-history-of-large-language-model-in-investment-and-portfolio-m-815ec66169,The recent history of large language model in investment and portfolio management: is it a revolution in finance?,needs_manual_download,,,,no_pdf_candidate,https://www.semanticscholar.org/paper/e23021a2ab136fa32d80fe211b0714d72b6b2dbe,10.1108/jmh-01-2025-0008,,e23021a2ab136fa32d80fe211b0714d72b6b2dbe
generative-ai-solutions-to-empower-financial-firms-7b4d7ff5c7,Generative AI Solutions to Empower Financial Firms,needs_manual_download,,,,no_pdf_candidate,https://www.semanticscholar.org/paper/6aa25a7fba787219fc7af14411f42b43d2eda1a9,10.1177/07439156241311300,,6aa25a7fba787219fc7af14411f42b43d2eda1a9
multimodal-financial-foundation-models-mffms-progress-prospects-and-chal-683fc14f39,"Multimodal Financial Foundation Models (MFFMs): Progress, Prospects, and Challenges",downloaded,data/papers/pdf/multimodal-financial-foundation-models-mffms-progress-prospects-and-chal-683fc14f39.pdf,existing,,,,,,
a-comprehensive-review-of-gen-ai-agents-applications-and-frameworks-in-f-a3665baf5a,"A Comprehensive Review of Gen AI Agents: Applications and Frameworks in Finance, Investments and Risk Domains",downloaded,data/papers/pdf/a-comprehensive-review-of-gen-ai-agents-applications-and-frameworks-in-f-a3665baf5a.pdf,existing,,,,,,
forexagent-identifying-trading-strategies-in-forex-markets-with-large-la-7c52cc3ae7,ForexAgent: Identifying Trading Strategies in Forex Markets with Large Language Models,needs_manual_download,,,,no_pdf_candidate,https://www.semanticscholar.org/paper/cd2378d01fae5331b77a9ee02a19acf32c92b2f8,10.1109/BigComp68355.2026.00019,,cd2378d01fae5331b77a9ee02a19acf32c92b2f8
famma-a-benchmark-for-financial-domain-multilingual-multimodal-question-6712f835cd,FAMMA: A Benchmark for Financial Domain Multilingual Multimodal Question Answering,downloaded,data/papers/pdf/famma-a-benchmark-for-financial-domain-multilingual-multimodal-question-6712f835cd.pdf,existing,,,,,,
large-language-model-adaptation-for-financial-sentiment-analysis-31fbb7e64e,Large Language Model Adaptation for Financial Sentiment Analysis,downloaded,data/papers/pdf/large-language-model-adaptation-for-financial-sentiment-analysis-31fbb7e64e.pdf,existing,,,,,,
alpha-gpt-human-ai-interactive-alpha-mining-for-quantitative-investment-6055dc352b,Alpha-GPT: Human-AI Interactive Alpha Mining for Quantitative Investment,downloaded,data/papers/pdf/alpha-gpt-human-ai-interactive-alpha-mining-for-quantitative-investment-6055dc352b.pdf,existing,,,,,,
mme-finance-a-multimodal-finance-benchmark-for-expert-level-understandin-7181be8102,MME-Finance: A Multimodal Finance Benchmark for Expert-level Understanding and Reasoning,downloaded,data/papers/pdf/mme-finance-a-multimodal-finance-benchmark-for-expert-level-understandin-7181be8102.pdf,existing,,,,,,
from-fiction-to-fact-the-growing-role-of-generative-ai-in-business-and-f-f6fa0bd08e,From fiction to fact: the growing role of generative AI in business and finance,downloaded,data/papers/pdf/from-fiction-to-fact-the-growing-role-of-generative-ai-in-business-and-f-f6fa0bd08e.pdf,existing,,,,,,
llmfactor-extracting-profitable-factors-through-prompts-for-explainable-fe4239bf6c,LLMFactor: Extracting Profitable Factors through Prompts for Explainable Stock Movement Prediction,downloaded,data/papers/pdf/llmfactor-extracting-profitable-factors-through-prompts-for-explainable-fe4239bf6c.pdf,existing,,,,,,
finmme-benchmark-dataset-for-financial-multi-modal-reasoning-evaluation-1953210694,FinMME: Benchmark Dataset for Financial Multi-Modal Reasoning Evaluation,downloaded,data/papers/pdf/finmme-benchmark-dataset-for-financial-multi-modal-reasoning-evaluation-1953210694.pdf,existing,,,,,,
omnieval-an-omnidirectional-and-automatic-rag-evaluation-benchmark-in-fi-69a5ba8f80,OmniEval: An Omnidirectional and Automatic RAG Evaluation Benchmark in Financial Domain,downloaded,data/papers/pdf/omnieval-an-omnidirectional-and-automatic-rag-evaluation-benchmark-in-fi-69a5ba8f80.pdf,existing,,,,,,
open-finllm-leaderboard-towards-financial-ai-readiness-f5acfb2ed6,Open FinLLM Leaderboard: Towards Financial AI Readiness,downloaded,data/papers/pdf/open-finllm-leaderboard-towards-financial-ai-readiness-f5acfb2ed6.pdf,existing,,,,,,
investorbench-a-benchmark-for-financial-decision-making-tasks-with-llm-b-b0d07e52a8,INVESTORBENCH: A Benchmark for Financial Decision-Making Tasks with LLM-based Agent,downloaded,data/papers/pdf/investorbench-a-benchmark-for-financial-decision-making-tasks-with-llm-b-b0d07e52a8.pdf,existing,,,,,,
innovative-sentiment-analysis-and-prediction-of-stock-price-using-finber-3fda345449,"Innovative Sentiment Analysis and Prediction of Stock Price Using FinBERT, GPT-4 and Logistic Regression: A Data-Driven Approach",downloaded,data/papers/pdf/innovative-sentiment-analysis-and-prediction-of-stock-price-using-finber-3fda345449.pdf,existing,,,,,,
prebit-a-multimodal-model-with-twitter-finbert-embeddings-for-extreme-pr-261525ee24,PreBit - A multimodal model with Twitter FinBERT embeddings for extreme price movement prediction of Bitcoin,downloaded,data/papers/pdf/prebit-a-multimodal-model-with-twitter-finbert-embeddings-for-extreme-pr-261525ee24.pdf,existing,,,,,,
can-large-language-models-trade-testing-financial-theories-with-llm-agen-d97fd2fbe0,Can Large Language Models Trade? Testing Financial Theories with LLM Agents in Market Simulations,downloaded,data/papers/pdf/can-large-language-models-trade-testing-financial-theories-with-llm-agen-d97fd2fbe0.pdf,existing,,,,,,
