list_status,priority,primary_category,title,short_name,approx_year,paper_type,primary_relevance,key_use_for_systematic_survey,source_url,notes,citationCount,seed_hit_count,score,authors,venue,doi,arxiv,paperId,abstract,taxonomy_category,taxonomy_description
round2_promoted,P1,Benchmarks and datasets,A Comparative Analysis of Instruction Fine-Tuning Large Language Models for Financial Text Classification,Comparative Analysis of Instruction Fine-Tuning Large Language Models for Financ,2025,Benchmarks and datasets,Benchmarks and datasets,Discovered through citation/reference expansion; connected to 6 source papers.,https://www.semanticscholar.org/paper/e94fa7016d7e9814399e42480512a2a8bb73972e,Discovery status: round2_promoted. Source links: Are ChatGPT and GPT-4 General-Purpose Solvers for Financial Text Analytics? A Study on Several Typical Tasks; Enhancing Financial Sentiment Analysis via Retrieval Augmented Large Language Models; FinBERT: A Pretrained Language Model for Financial Communications; FinGPT: Instruction Tuning Benchmark for Open-Source Large Language Models in Financial Datasets; InvestLM: A Large Language Model for Investment using Financial Domain Instruction Tuning; Unlocking Data Value in Finance: A Study on Dist,26,6,36.36,Sorouralsadat Fatemi; Yuheng Hu; Maryam Mousavi,ACM Transactions on Management Information Systems,10.1145/3706119,,e94fa7016d7e9814399e42480512a2a8bb73972e,"Large Language Models (LLMs) have demonstrated impressive capabilities across diverse Natural Language Processing (NLP) tasks, including language understanding, reasoning, and generation. However, general-domain LLMs often struggle with financial tasks due to the technical and specialized nature of financial texts. This study investigates the efficacy of instruction fine-tuning smaller-scale LLMs, including Mistral-7B, Llama3-8B, and Phi3-mini, to enhance their performance in financial text classification tasks. We fine-tuned both instruction-tuned and base models across four financial classification tasks, achieving significant improvements in task-specific performance. Furthermore, we evaluated the zero-shot capabilities of these fine-tuned models on three unseen complex financial tasks, including argument classification, deal completeness classification, and causal classification. Our results indicate while base model fine-tuning led to greater degradation, instruction-tuned models maintained more robust performance. To address this degradation, we employed model merging techniques, integrating single-task domain-specific fine-tuned models with the base model. Using this merging method resulted in significant enhancements in zero-shot performance, even exceeding the original model’s accuracy on certain datasets. Our findings underscore the effectiveness of instruction fine-tuning and model merging for adapting LLMs to specialized financial text classification tasks.",Foundation and Domain Language Models,"Financial-domain LLMs, FinBERT-style models, instruction tuning, and domain adaptation work."
round2_promoted,P1,Benchmarks and datasets,Plutus: Benchmarking Large Language Models in Low-Resource Greek Finance,Plutus: Benchmarking Large Language Models in Low-Resource Greek Finance,2025,Benchmarks and datasets,Benchmarks and datasets,Discovered through citation/reference expansion; connected to 5 source papers.,https://www.semanticscholar.org/paper/5f520e8f20b3063307d174c8bc530317ed0d5a2a,Discovery status: round2_promoted. Source links: DISC-FinLLM: A Chinese Financial Large Language Model based on Multiple Experts Fine-tuning; FinGPT: Instruction Tuning Benchmark for Open-Source Large Language Models in Financial Datasets; From Scores to Skills: A Cognitive Diagnosis Framework for Evaluating Financial Large Language Models; InvestLM: A Large Language Model for Investment using Financial Domain Instruction Tuning; Unlocking Data Value in Finance: A Study on Distillation and Difficulty-Aware Training,18,5,36.06,Xueqing Peng; Triantafillos Papadopoulos; Efstathia Soufleri; Polydoros Giannouris; Ruoyu Xiang; Yan Wang; Lingfei Qian; Jimin Huang; Qianqian Xie; Sophia Ananiadou,Conference on Empirical Methods in Natural Language Processing,10.48550/arXiv.2502.18772,2502.18772,5f520e8f20b3063307d174c8bc530317ed0d5a2a,"Despite Greece's pivotal role in the global economy, large language models (LLMs) remain underexplored for Greek financial context due to the linguistic complexity of Greek and the scarcity of domain-specific datasets. Previous efforts in multilingual financial natural language processing (NLP) have exposed considerable performance disparities, yet no dedicated Greek financial benchmarks or Greek-specific financial LLMs have been developed until now. To bridge this gap, we introduce Plutus-ben, the first Greek Financial Evaluation Benchmark, and Plutus-8B, the pioneering Greek Financial LLM, fine-tuned with Greek domain-specific data. Plutus-ben addresses five core financial NLP tasks in Greek: numeric and textual named entity recognition, question answering, abstractive summarization, and topic classification, thereby facilitating systematic and reproducible LLM assessments. To underpin these tasks, we present three novel, high-quality Greek financial datasets, thoroughly annotated by expert native Greek speakers, augmented by two existing resources. Our comprehensive evaluation of 22 LLMs on Plutus-ben reveals that Greek financial NLP remains challenging due to linguistic complexity, domain-specific terminology, and financial reasoning gaps. These findings underscore the limitations of cross-lingual transfer, the necessity for financial expertise in Greek-trained models, and the challenges of adapting financial LLMs to Greek text. We release Plutus-ben, Plutus-8B, and all associated datasets publicly to promote reproducible research and advance Greek financial NLP, fostering broader multilingual inclusivity in finance.",Multimodal and Multilingual Finance,"Multimodal, multilingual, bilingual, and non-English financial LLM resources and evaluations."
round2_promoted,P1,Financial language models,RA-CFGPT: Chinese financial assistant with retrieval-augmented large language model,RA-CFGPT: Chinese financial assistant with retrieval-augmented large language mo,2024,Financial language models,Financial language models,Discovered through citation/reference expansion; connected to 6 source papers.,https://www.semanticscholar.org/paper/39c473ced3121883ec747e92175d29e44a1237c9,"Discovery status: round2_promoted. Source links: A Comprehensive Review of Generative AI in Finance; Advancing Financial Engineering with Foundation Models: Progress, Applications, and Challenges; CFGPT: Chinese Financial Assistant with Large Language Model; DISC-FinLLM: A Chinese Financial Large Language Model based on Multiple Experts Fine-tuning; FinBloom: Knowledge Grounding Large Language Model with Real-time Financial Data; XuanYuan 2.0: A Large Chinese Financial Chat Model with Hundreds of Billions Parameters",23,6,35.96,Jiangtong Li; Yang Lei; Yuxuan Bian; Dawei Cheng; Zhijun Ding; Changjun Jiang,Frontiers of Computer Science,10.1007/s11704-024-31018-5,,39c473ced3121883ec747e92175d29e44a1237c9,,"RAG, Search, and Knowledge Systems","Retrieval-augmented generation, search, knowledge grounding, knowledge graphs, and document retrieval systems."
round2_promoted,P1,Financial agents,"Large Language Models in equity markets: applications, techniques, and insights","Large Language Models in equity markets: applications, techniques, and insights",2025,Financial agents,Financial agents,Discovered through citation/reference expansion; connected to 3 source papers.,https://www.semanticscholar.org/paper/b1553a62bd4fbf76ad6a41f05a1a4a5a13e862ad,Discovery status: round2_promoted. Source links: AlphaFin: Benchmarking Financial Analysis with Retrieval-Augmented Stock-Chain Framework; FinLlama: Financial Sentiment Classification for Algorithmic Trading Applications; Revolutionizing Finance with LLMs: An Overview of Applications and Insights,12,3,35.73,Aakanksha Jadhav; Vishal Mirza,Frontiers Artif. Intell.,10.3389/frai.2025.1608365,,b1553a62bd4fbf76ad6a41f05a1a4a5a13e862ad,"Recent breakthroughs in Large Language Models (LLMs) have the potential to disrupt equity investing by enabling sophisticated data analysis, market prediction, and automated trading. This paper presents a comprehensive review of 84 research studies conducted between 2022 and early 2025, synthesizing the state of LLM applications in stock investing. We provide a dual-layered categorization: first, by financial applications such as stock price forecasting, sentiment analysis, portfolio management, and algorithmic trading; second, by technical methodologies, including prompting, fine-tuning, multi-agent frameworks, reinforcement learning, and custom architectures. Additionally, we consolidate findings on the datasets used, ranging from financial statements to multimodal data (news, market trends, earnings transcripts, social media), and systematically compare general-purpose vs. finance-specialized LLMs used in research. Our analysis identifies key research trends, commonalities, and divergences across studies, evaluating both their empirical contributions and methodological innovations. We highlight the strengths of existing research, such as improved sentiment extraction and the use of reinforcement learning to factor market feedback, alongside critical gaps in scalability, interpretability, and real-world validation. Finally, we propose directions for future research, emphasizing hybrid modeling approaches, architectures that factor reasoning and large context windows, and robust evaluation frameworks to advance AI-driven financial strategies. By mapping the intersection of LLMs and equity markets, this review provides a foundation and roadmap for future research and practical implementation in the financial sector.",Agents and Multi-Agent Systems,"Financial LLM agents, trading agents, multi-agent markets, agent benchmarks, and autonomous workflows."
round2_promoted,P1,"Reports, filings, and risk",FinNLI: Novel Dataset for Multi-Genre Financial Natural Language Inference Benchmarking,FinNLI: Novel Dataset for Multi-Genre Financial Natural Language Inference Bench,2025,"Reports, filings, and risk","Reports, filings, and risk",Discovered through citation/reference expansion; connected to 5 source papers.,https://www.semanticscholar.org/paper/f22b17e68fc846fd660951807862a78adc08525f,Discovery status: round2_promoted. Source links: Are ChatGPT and GPT-4 General-Purpose Solvers for Financial Text Analytics? A Study on Several Typical Tasks; FinBERT: Financial Sentiment Analysis with Pre-trained Language Models; InvestLM: A Large Language Model for Investment using Financial Domain Instruction Tuning; Time Travel is Cheating: Going Live with DeepFund for Real-Time Fund Investment Benchmarking; Will LLMs be Professional at Fund Investment? DeepFund: A Live Arena Perspective,4,5,35.20,Jabez Magomere; Elena Kochkina; S. Mensah; Simerjot Kaur; Charese H. Smiley,North American Chapter of the Association for Computational Linguistics,10.48550/arXiv.2504.16188,2504.16188,f22b17e68fc846fd660951807862a78adc08525f,"We introduce FinNLI, a benchmark dataset for Financial Natural Language Inference (FinNLI) across diverse financial texts like SEC Filings, Annual Reports, and Earnings Call transcripts. Our dataset framework ensures diverse premise-hypothesis pairs while minimizing spurious correlations. FinNLI comprises 21,304 pairs, including a high-quality test set of 3,304 instances annotated by finance experts. Evaluations show that domain shift significantly degrades general-domain NLI performance. The highest Macro F1 scores for pre-trained (PLMs) and large language models (LLMs) baselines are 74.57% and 78.62%, respectively, highlighting the dataset's difficulty. Surprisingly, instruction-tuned financial LLMs perform poorly, suggesting limited generalizability. FinNLI exposes weaknesses in current LLMs for financial reasoning, indicating room for improvement.","Reports, Filings, Accounting, and Risk","SEC filings, annual reports, XBRL, accounting, credit/risk, disclosure, and document analytics."
round2_promoted,P1,Trading and investment,Leveraging Large Language Models and Retrieval-Augmented Generation for Enhanced Multi-Asset Portfolio Construction,Leveraging Large Language Models and Retrieval-Augmented Generation for Enhanced,2025,Trading and investment,Trading and investment,Discovered through citation/reference expansion; connected to 3 source papers.,https://www.semanticscholar.org/paper/32e3b82aee29adbca2e826d8cebf06c3f6178038,Discovery status: round2_promoted. Source links: Enhancing Financial Sentiment Analysis via Retrieval Augmented Large Language Models; FinBERT: Financial Sentiment Analysis with Pre-trained Language Models; InvestLM: A Large Language Model for Investment using Financial Domain Instruction Tuning,2,3,34.35,Ahmadreza Hajaghaie; R. Thulasiram,IEEE Conference on Computational Intelligence for Financial Engineering & Economics,10.1109/CiFer64978.2025.10975739,,32e3b82aee29adbca2e826d8cebf06c3f6178038,"This study assesses the Large Language Models (LLMs) in creating investment portfolios. We implement a few-shot learning technique, followed by Retrieval Augmented Generation (RAG) enhanced with comprehensive up-to-date financial data, using Meta's latest LLM, Llama 3.1-8b. In the first phase, We assess the models' efficacy using key financial indicators, including total returns, annualized volatility, riskadjusted performance (Sharpe ratio), potential loss estimates (value-at-risk), and their pre-training knowledge with the S&P 500 Index performance baseline. In the second phase, we enhance the LLM's knowledge base by RAG and the latest historical and statistical metrics (such as earnings per share (EPS), dividends per share (DPS), profit margin, and many more) for each asset from different classes. The study constrains model inputs to specific sets of financial assets, such as equities, exchangetraded funds (ETFs), commodities, cryptocurrencies, and bonds. To evaluate model performance and adaptability, we analyzed across two distinct time frames: (1) within the models' training data cutoff, and (2) from the cutoff date to the present. This approach enables the assessment of model generalization to past and present market conditions. The research quantifies LLMs’ capabilities in financial asset allocation, comparing baseline performance against RAG-augmented strategies. Our results demonstrate that RAG-enhanced LLM significantly outperforms vanilla LLM in portfolio construction across various asset classes. We contemplate that these results could influence AI-driven financial decision-making processes such as automated trading, real-time sentiment analysis, and investment management.","RAG, Search, and Knowledge Systems","Retrieval-augmented generation, search, knowledge grounding, knowledge graphs, and document retrieval systems."
round2_promoted,P1,Financial agents,MarS: a Financial Market Simulation Engine Powered by Generative Foundation Model,MarS: a Financial Market Simulation Engine Powered by Generative Foundation Mode,2024,Financial agents,Financial agents,Discovered through citation/reference expansion; connected to 5 source papers.,https://www.semanticscholar.org/paper/ef0cf7ac825cdea530ea5842314acea2532b5759,Discovery status: round2_promoted. Source links: FinTral: A Family of GPT-4 Level Multimodal Financial Large Language Models; InvestLM: A Large Language Model for Investment using Financial Domain Instruction Tuning; Open-FinLLMs: Open Multimodal Large Language Models for Financial Applications; Standard Benchmarks Fail -- Auditing LLM Agents in Finance Must Prioritize Risk; XuanYuan 2.0: A Large Chinese Financial Chat Model with Hundreds of Billions Parameters,26,5,32.66,Junjie Li; Yang Liu; Weiqing Liu; Shikai Fang; Lewen Wang; Chang Xu; Jiang Bian,International Conference on Learning Representations,10.48550/arXiv.2409.07486,2409.07486,ef0cf7ac825cdea530ea5842314acea2532b5759,"Generative models aim to simulate realistic effects of various actions across different contexts, from text generation to visual effects. Despite significant efforts to build real-world simulators, the application of generative models to virtual worlds, like financial markets, remains under-explored. In financial markets, generative models can simulate complex market effects of participants with various behaviors, enabling interaction under different market conditions, and training strategies without financial risk. This simulation relies on the finest structured data in financial market like orders thus building the finest realistic simulation. We propose Large Market Model (LMM), an order-level generative foundation model, for financial market simulation, akin to language modeling in the digital world. Our financial Market Simulation engine (MarS), powered by LMM, addresses the domain-specific need for realistic, interactive and controllable order generation. Key observations include LMM's strong scalability across data size and model complexity, and MarS's robust and practicable realism in controlled generation with market impact. We showcase MarS as a forecast tool, detection system, analysis platform, and agent training environment, thus demonstrating MarS's""paradigm shift""potential for a variety of financial applications. We release the code of MarS at https://github.com/microsoft/MarS/.",Agents and Multi-Agent Systems,"Financial LLM agents, trading agents, multi-agent markets, agent benchmarks, and autonomous workflows."
round2_promoted,P0,Financial language models,FinBERT: A Pre-trained Financial Language Representation Model for Financial Text Mining,FinBERT: A Pre-trained Financial Language Representation Model for Financial Tex,2020,Financial language models,Financial language models,Discovered through citation/reference expansion; connected to 4 source papers.,https://www.semanticscholar.org/paper/df0498605d5131098237e37914b402b67fea3936,"Discovery status: round2_promoted. Source links: Advancing Financial Engineering with Foundation Models: Progress, Applications, and Challenges; FinBERT: Financial Sentiment Analysis with Pre-trained Language Models; FinChain: A Symbolic Benchmark for Verifiable Chain-of-Thought Financial Reasoning; Financial Report Chunking for Effective Retrieval Augmented Generation",286,4,31.62,Zhuang Liu; Degen Huang; Kaiyu Huang; Zhuan Li; Jun Zhao,International Joint Conference on Artificial Intelligence,10.24963/ijcai.2020/622,,df0498605d5131098237e37914b402b67fea3936,"There is growing interest in the tasks of financial text mining. Over the past few years, the progress of Natural Language Processing (NLP) based on deep learning advanced rapidly. Significant progress has been made with deep learning showing promising results on financial text mining models. However, as NLP models require large amounts of labeled training data, applying deep learning to financial text mining is often unsuccessful due to the lack of labeled training data in financial fields. To address this issue, we present FinBERT (BERT for Financial Text Mining) that is a domain specific language model pre-trained on large-scale financial corpora. In FinBERT, different from BERT, we construct six pre-training tasks covering more knowledge, simultaneously trained on general corpora and financial domain corpora, which can enable FinBERT model better to capture language knowledge and semantic information. The results show that our FinBERT outperforms all current state-of-the-art models. Extensive experimental results demonstrate the effectiveness and robustness of FinBERT. The source code and pre-trained models of FinBERT are available online.",Foundation and Domain Language Models,"Financial-domain LLMs, FinBERT-style models, instruction tuning, and domain adaptation work."
round2_promoted,P0,Financial language models,FinBERT : A Large Language Model for Extracting Information from Financial Text†,FinBERT : A Large Language Model for Extracting Information from Financial Text†,2022,Financial language models,Financial language models,Discovered through citation/reference expansion; connected to 4 source papers.,https://www.semanticscholar.org/paper/8798b3a01c29fe0ce45a271bedd934787343dfb5,"Discovery status: round2_promoted. Source links: Empowering Many, Biasing a Few: Generalist Credit Scoring through Large Language Models; InvestLM: A Large Language Model for Investment using Financial Domain Instruction Tuning; Learning to Trade Like an Expert: Cognitive Fine-Tuning for Stable Financial Reasoning in Language Models; Responsible Innovation: A Strategic Framework for Financial LLM Integration",561,4,30.80,Allen Huang; Hui Wang; Yi Yang,Contemporary Accounting Research,10.1111/1911-3846.12832,,8798b3a01c29fe0ce45a271bedd934787343dfb5,,Foundation and Domain Language Models,"Financial-domain LLMs, FinBERT-style models, instruction tuning, and domain adaptation work."
round2_promoted,P1,Trading and investment,Can Large Language Models beat wall street? Evaluating GPT-4’s impact on financial decision-making with MarketSenseAI,Can Large Language Models beat wall street? Evaluating GPT-4’s impact on financi,2024,Trading and investment,Trading and investment,Discovered through citation/reference expansion; connected to 3 source papers.,https://www.semanticscholar.org/paper/a25a6a7dabe6621e5e74cccdc3963aea947d2d20,"Discovery status: round2_promoted. Source links: Advancing Financial Engineering with Foundation Models: Progress, Applications, and Challenges; Are ChatGPT and GPT-4 General-Purpose Solvers for Financial Text Analytics? A Study on Several Typical Tasks; FinBERT: Financial Sentiment Analysis with Pre-trained Language Models",53,3,30.56,George Fatouros; Kostas Metaxas; John Soldatos; D. Kyriazis,Neural computing & applications (Print),10.1007/s00521-024-10613-4,2401.03737,a25a6a7dabe6621e5e74cccdc3963aea947d2d20,"This paper introduces MarketSenseAI, an innovative framework leveraging GPT-4’s advanced reasoning for selecting stocks in financial markets. By integrating Chain of Thought and In-Context Learning, MarketSenseAI analyzes diverse data sources, including market trends, news, fundamentals, and macroeconomic factors, to emulate expert investment decision-making. The development, implementation, and validation of the framework are elaborately discussed, underscoring its capability to generate actionable and interpretable investment signals. A notable feature of this work is employing GPT-4 both as a predictive mechanism and signal evaluator, revealing the significant impact of the AI-generated explanations on signal accuracy, reliability, and acceptance. Through empirical testing on the competitive S&P 100 stocks over a 15-month period, MarketSenseAI demonstrated exceptional performance, delivering excess alpha of 10–30% and achieving a cumulative return of up to 72% over the period, while maintaining a risk profile comparable to the broader market. Our findings highlight the transformative potential of Large Language Models in financial decision-making, marking a significant leap in integrating generative AI into financial analytics and investment strategies.","Trading, Investment, and Portfolio Management","Stock prediction, trading, alpha, portfolio construction, allocation, investment reports, and market analysis."
round2_promoted,P1,Financial agents,HedgeAgents: A Balanced-aware Multi-agent Financial Trading System,HedgeAgents: A Balanced-aware Multi-agent Financial Trading System,2025,Financial agents,Financial agents,Discovered through citation/reference expansion; connected to 3 source papers.,https://www.semanticscholar.org/paper/701cd738cbdeb49b9cd9f2de3ee90d61d066faf5,"Discovery status: round2_promoted. Source links: A Multimodal Foundation Agent for Financial Trading: Tool-Augmented, Diversified, and Generalist; Time Travel is Cheating: Going Live with DeepFund for Real-Time Fund Investment Benchmarking; Will LLMs be Professional at Fund Investment? DeepFund: A Live Arena Perspective",31,3,30.01,Xiangyu Li; Yawen Zeng; Xiaofen Xing; Jin Xu; Xiangmin Xu,The Web Conference,10.1145/3701716.3715232,2502.13165,701cd738cbdeb49b9cd9f2de3ee90d61d066faf5,"As automated trading gains traction in the financial market, algorithmic investment strategies are increasingly prominent. While Large Language Models (LLMs) and Agent-based models exhibit promising potential in real-time market analysis and trading decisions, they still experience a significant -20% loss when confronted with rapid declines or frequent fluctuations, impeding their practical application. Hence, there is an imperative to explore a more robust and resilient framework. This paper introduces an innovative multi-agent system, HedgeAgents, aimed at bolstering system robustness via ''hedging'' strategies. In this well-balanced system, an array of hedging agents has been tailored, where HedgeAgents consist of a central fund manager and multiple hedging experts specializing in various financial asset classes. These agents leverage LLMs' cognitive capabilities to make decisions and coordinate through three types of conferences. Benefiting from the powerful understanding of LLMs, our HedgeAgents attained a 70% annualized return and a 400% total return over a period of 3 years. Moreover, we have observed with delight that HedgeAgents can even formulate investment experience comparable to those of human experts (https://hedgeagents.github.io/).",Agents and Multi-Agent Systems,"Financial LLM agents, trading agents, multi-agent markets, agent benchmarks, and autonomous workflows."
round2_promoted,P1,Financial agents,Large Language Models for Financial and Investment Management: Applications and Benchmarks,Large Language Models for Financial and Investment Management: Applications and ,2024,Financial agents,Financial agents,Discovered through citation/reference expansion; connected to 3 source papers.,https://www.semanticscholar.org/paper/f88c22f58d60dbfcceb2057bed44799f1f515980,"Discovery status: round2_promoted. Source links: A Multimodal Foundation Agent for Financial Trading: Tool-Augmented, Diversified, and Generalist; Dólares or Dollars? Unraveling the Bilingual Prowess of Financial LLMs Between Spanish and English; TradingGPT: Multi-Agent System with Layered Memory and Distinct Characters for Enhanced Financial Trading Performance",30,3,28.58,Yaxuan Kong; Yuqi Nie; Xiaowen Dong; John M. Mulvey; H. Poor; Qingsong Wen; Stefan Zohren,Journal of Portfolio Management,10.3905/jpm.2024.1.645,,f88c22f58d60dbfcceb2057bed44799f1f515980,"The rapid evolution and unprecedented advancements in large language models (LLMs) have ushered in a new era of innovation in the realm of machine learning, with far-reaching implications for the finance and investment management sectors. These models have exhibited remarkable prowess in contextual understanding, processing vast and complex datasets, and generating content that aligns closely with human preferences. The transformative potential of LLMs in finance has catalyzed a surge of research and applications. As the integration of LLMs into financial practices continues to accelerate, there is an urgent need for a systematic examination of their diverse applications, methodologies, and impact, which necessitates a comprehensive review and synthesis of recent developments in this rapidly evolving field. This article aims to bridge the gap between cutting-edge artificial intelligence technology and its practical implementation in finance, providing a robust framework for understanding and leveraging LLMs in financial contexts. The authors explore the application of LLMs on various financial tasks, focusing on their potential to transform traditional practices and drive innovation. The article is highlighted for categorizing the existing literature into key application areas, including linguistic tasks, sentiment analysis, financial time series, financial reasoning, and agent-based modeling. For each application area, the authors delve into specific methodologies, such as textual analysis, knowledge-based analysis, forecasting, data augmentation, planning, decision support, and simulations. Furthermore, the article provides a comprehensive collection of datasets, benchmarks, and useful code associated with mainstream applications, offering valuable resources for researchers and practitioners. The authors hope their work can help facilitate the adoption and further development of LLMs in finance and investment management.",Agents and Multi-Agent Systems,"Financial LLM agents, trading agents, multi-agent markets, agent benchmarks, and autonomous workflows."
round2_promoted,P1,Trading and investment,Assessing Look-Ahead Bias in Stock Return Predictions Generated by GPT Sentiment Analysis,Assessing Look-Ahead Bias in Stock Return Predictions Generated by GPT Sentiment,2023,Trading and investment,Trading and investment,Discovered through citation/reference expansion; connected to 2 source papers.,https://www.semanticscholar.org/paper/af42ae531ad0c41518fcf3a382e6e9f1ba465601,"Discovery status: round2_promoted. Source links: Advancing Financial Engineering with Foundation Models: Progress, Applications, and Challenges; Time Travel is Cheating: Going Live with DeepFund for Real-Time Fund Investment Benchmarking",29,2,28.05,P. Glasserman; Caden Lin,Social Science Research Network,10.48550/arXiv.2309.17322,2309.17322,af42ae531ad0c41518fcf3a382e6e9f1ba465601,"Large language models (LLMs), including ChatGPT, can extract profitable trading signals from the sentiment in news text. However, backtesting such strategies poses a challenge because LLMs are trained on many years of data, and backtesting produces biased results if the training and backtesting periods overlap. This bias can take two forms: a look-ahead bias, in which the LLM may have specific knowledge of the stock returns that followed a news article, and a distraction effect, in which general knowledge of the companies named interferes with the measurement of a text’s sentiment. The authors investigate these sources of bias through trading strategies driven by the sentiment of financial news headlines. They compare trading performance based on the original headlines with debiased strategies in which they remove the relevant company’s identifiers from the text. In-sample (within the LLM training window), the authors find, surprisingly, that the anonymized headlines outperform, indicating that the distraction effect has a greater impact than look-ahead bias. This tendency is particularly strong for larger companies—companies about which the authors expect an LLM to have greater general knowledge. Out-of-sample, look-ahead bias is not a concern but distraction remains possible. The authors’ proposed anonymization procedure is therefore potentially useful in out-of-sample implementation, as well as for debiased backtesting.","Trading, Investment, and Portfolio Management","Stock prediction, trading, alpha, portfolio construction, allocation, investment reports, and market analysis."
round2_promoted,P0,Trading and investment,Temporal Data Meets LLM - Explainable Financial Time Series Forecasting,Temporal Data Meets LLM - Explainable Financial Time Series Forecasting,2023,Trading and investment,Trading and investment,Discovered through citation/reference expansion; connected to 3 source papers.,https://www.semanticscholar.org/paper/681253389d2cc27103753749f4c7556699d55471,Discovery status: round2_promoted. Source links: A Comprehensive Review of Generative AI in Finance; Revolutionizing Finance with LLMs: An Overview of Applications and Insights; Will LLMs be Professional at Fund Investment? DeepFund: A Live Arena Perspective,121,3,27.77,Xinli Yu; Zheng Chen; Yuan Ling; Shujing Dong; Zongying Liu; Yanbin Lu,arXiv.org,10.48550/arXiv.2306.11025,2306.11025,681253389d2cc27103753749f4c7556699d55471,"This paper presents a novel study on harnessing Large Language Models' (LLMs) outstanding knowledge and reasoning abilities for explainable financial time series forecasting. The application of machine learning models to financial time series comes with several challenges, including the difficulty in cross-sequence reasoning and inference, the hurdle of incorporating multi-modal signals from historical news, financial knowledge graphs, etc., and the issue of interpreting and explaining the model results. In this paper, we focus on NASDAQ-100 stocks, making use of publicly accessible historical stock price data, company metadata, and historical economic/financial news. We conduct experiments to illustrate the potential of LLMs in offering a unified solution to the aforementioned challenges. Our experiments include trying zero-shot/few-shot inference with GPT-4 and instruction-based fine-tuning with a public LLM model Open LLaMA. We demonstrate our approach outperforms a few baselines, including the widely applied classic ARMA-GARCH model and a gradient-boosting tree model. Through the performance comparison results and a few examples, we find LLMs can make a well-thought decision by reasoning over information from both textual news and price time series and extracting insights, leveraging cross-sequence information, and utilizing the inherent knowledge embedded within the LLM. Additionally, we show that a publicly available LLM such as Open-LLaMA, after fine-tuning, can comprehend the instruction to generate explainable forecasts and achieve reasonable performance, albeit relatively inferior in comparison to GPT-4.","Trading, Investment, and Portfolio Management","Stock prediction, trading, alpha, portfolio construction, allocation, investment reports, and market analysis."
round2_promoted,P1,Other relevant work,Multimodal retrieval-augmented generation for financial documents: image-centric analysis of charts and tables with large language models,Multimodal retrieval-augmented generation for financial documents: image-centric,2025,Other relevant work,Other relevant work,Discovered through citation/reference expansion; connected to 5 source papers.,https://www.semanticscholar.org/paper/7cf98ce56b91fd97d664a2ec2f9f2e24c232a378,"Discovery status: round2_promoted. Source links: Advancing Financial Engineering with Foundation Models: Progress, Applications, and Challenges; Enhancing Financial Sentiment Analysis via Retrieval Augmented Large Language Models; FinTral: A Family of GPT-4 Level Multimodal Financial Large Language Models; Financial Report Chunking for Effective Retrieval Augmented Generation; InvestLM: A Large Language Model for Investment using Financial Domain Instruction Tuning",6,5,27.69,Cheng Jiang; Pengle Zhang; Ying Ni; Xiaoli Wang; Hanghang Peng; Sen Liu; Meng Fei; Yuxin He; Yaxuan Xiao; Jin Huang; Xingyu Ma; Tiankun Yang,The Visual Computer,10.1007/s00371-025-03829-5,,7cf98ce56b91fd97d664a2ec2f9f2e24c232a378,,"RAG, Search, and Knowledge Systems","Retrieval-augmented generation, search, knowledge grounding, knowledge graphs, and document retrieval systems."
round2_promoted,P1,Financial language models,FinBERT-FOMC: Fine-Tuned FinBERT Model with Sentiment Focus Method for Enhancing Sentiment Analysis of FOMC Minutes,FinBERT-FOMC: Fine-Tuned FinBERT Model with Sentiment Focus Method for Enhancing,2023,Financial language models,Financial language models,Discovered through citation/reference expansion; connected to 3 source papers.,https://www.semanticscholar.org/paper/fbd0999cfb30d0bf20641323baaaa5882f651c22,Discovery status: round2_promoted. Source links: FinBERT: A Pretrained Language Model for Financial Communications; FinBERT: Financial Sentiment Analysis with Pre-trained Language Models; FinLlama: Financial Sentiment Classification for Algorithmic Trading Applications,28,3,27.12,Sandro Gössi; Ziwei Chen; Wonseong Kim; Bernhard Bermeitinger; Siegfried Handschuh,International Conference on AI in Finance,10.1145/3604237.3626843,,fbd0999cfb30d0bf20641323baaaa5882f651c22,"In this research project, we used the financial texts published by the Federal Open Market Committee (FOMC), known as the FOMC Minutes, for sentiment analysis. The pre-trained FinBERT model, a state-of-the-art transformer-based model trained for NLP tasks in finance, was utilized for that. The focus of this research has been on improving the predictive performance of complex financial sentences, as our problem analysis has shown that such sentences pose a significant challenge to existing models. To accomplish this objective the original FinBERT model was fine-tuned for domain-specific sentiment analysis. A strategy, referred to as Sentiment Focus (SF) was utilized to reduce the complexity of sentences, making them more amenable to accurate sentiment predictions. To evaluate the efficacy of our method, we curated a manually labeled test dataset comprising 1375 entries. The results demonstrated an overall improvement of in accuracy when using SF-enhanced fine-tuned FinBERT over the original FinBERT model. In cases of complex sentences containing conjunctions like but, while, and though with contradicting sentiments, our fine-tuned model outperformed the original FinBERT by a margin of .",Foundation and Domain Language Models,"Financial-domain LLMs, FinBERT-style models, instruction tuning, and domain adaptation work."
